title,rating,director,writer,stars,storyline,genres,release_date,countries_of_origin,language,filming_locations,production_companies,budget,gross_worldwide,runtime
my667,9.3,"['James Garcia', 'Charles Carpenter', 'James Garcia', 'Paul Rubio']","['Charles Carpenter', 'Brandon Reed', 'James Garcia']",['Jacqueline Bauer'],Along process how his marriage between.,"['Family', 'Fantasy', 'Sport', 'Sport']",1980-06-25,"['Iraq', 'Afghanistan']","['Belarusian', 'Occitan', 'North Ndebele', 'Norwegian Nynorsk']","['Duranfort', 'Port Edward', 'North Markland', 'New Jessica', 'Powersview']",Diaz-Sellers,946178,739098,137
official58,3.9,"['Charles Carpenter', 'James Garcia']","['Paul Rubio', 'Andrew Casey', 'Andrew Ball']","['Andrew Ball', 'Charles Carpenter', 'Susan Reynolds', 'Andrew Casey', 'Jacqueline Bauer']",Design war season exist before second discover.,"['Thriller', 'Horror', 'Drama', 'Fantasy', 'Biographical']",2016-03-28,"['Yemen', 'Korea', 'Cambodia', 'Algeria']","['Persian', 'Marathi', 'English', 'Finnish', 'Chuvash']","['Danielshire', 'West Brianabury', 'Hobbsville', 'West Jenniferbury', 'West Jamesbury']",Poole Ltd,870391,345831,137
project698,8.8,"['Brandon Reed', 'Kevin Freeman']","['Kevin Freeman', 'Andrew Casey']","['John Evans', 'Kevin Freeman', 'John Evans', 'John Evans', 'Brandon Reed']",Society admit since boy fall building walk since.,['Biographical'],1987-02-15,"['Chile', 'Maldives']","['Bislama', 'Turkish', 'Oromo', 'Chamorro']",['Brownchester'],Montes-Rowland,802075,648026,134
now703,2.2,"['John Evans', 'Kevin Freeman', 'Kevin Freeman']",['Andrew Casey'],"['Andrew Casey', 'Jacqueline Bauer', 'Andrew Ball']",Development argue strategy fall fall sign hair.,"['Musical', 'Animation', 'Horror', 'Drama']",1990-07-28,"['Swaziland', 'Timor-Leste', 'British Virgin Islands', 'Northern Mariana Islands', 'Thailand']","['Polish', 'Chechen']","['East Rebeccastad', 'East Devinmouth', 'Lake Marissabury', 'Kimberlyshire']","Lyons, Nixon and Rich",932566,109457,147
particular204,0.7,['Andrew Ball'],"['Charles Carpenter', 'Charles Carpenter']","['Brandon Reed', 'Andrew Ball', 'Charles Carpenter', 'Kevin Freeman', 'Kevin Freeman']",Alone federal such few contain never nice.,['Historical'],1999-09-29,"['Trinidad and Tobago', 'Montenegro', 'Israel', 'Guam', 'Canada']","['Welsh', 'Dutch', 'Maltese']","['Mistyshire', 'Austinside', 'Brianfurt', 'Grahamborough', 'South Austinchester']",Gallagher Ltd,113584,692502,88
mission759,1.8,"['Andrew Casey', 'Andrew Casey', 'Paul Rubio']",['Kevin Freeman'],"['Andrew Ball', 'John Evans', 'Paul Rubio']",Visit answer finish community.,"['Fantasy', 'War', 'Romance', 'Sport', 'Western']",2012-03-03,"['Korea', 'Saint Vincent and the Grenadines', 'Nigeria']","['Chechen', 'Kalaallisut']","['Vincentland', 'Lake Nicole']","Smith, Martin and Garner",739273,544143,146
method308,1.7,"['Kevin Freeman', 'Brandon Reed', 'James Garcia']","['Brandon Reed', 'Charles Carpenter', 'Paul Rubio', 'Andrew Casey', 'Paul Rubio']","['Charles Carpenter', 'Kevin Freeman', 'Susan Reynolds', 'Jacqueline Bauer']",Not network myself law if.,"['Horror', 'War']",2008-07-30,"['Jordan', 'Wallis and Futuna']",['Kurdish'],"['Stephanieborough', 'South Brianfort', 'Dawnhaven']","Castillo, Reyes and Smith",313961,434137,138
want541,3.3,"['Susan Reynolds', 'Andrew Ball', 'James Garcia', 'Susan Reynolds']","['Andrew Casey', 'Charles Carpenter', 'Kevin Freeman', 'Andrew Ball']","['James Garcia', 'John Evans']",Keep imagine they performance.,"['Mystery', 'War', 'Comedy', 'Romance', 'Horror']",1981-03-13,"['Romania', 'Palestinian Territory', 'Poland']","['Javanese', 'Thai', 'Aragonese']","['New Tina', 'East Melissa', 'Port Craig']","Hamilton, Thompson and Lopez",704159,810639,66
his632,9.6,"['Kevin Freeman', 'Paul Rubio', 'Brandon Reed', 'James Garcia']","['James Garcia', 'Andrew Casey', 'John Evans', 'Andrew Casey']","['Paul Rubio', 'James Garcia', 'Kevin Freeman', 'Jacqueline Bauer', 'Susan Reynolds']",Stage job onto.,['Crime'],2017-03-28,"['Tonga', 'Singapore']","['Portuguese', 'Swati', 'Sango']",['Atkinsfurt'],Russell PLC,199392,831249,65
popular767,9.2,"['Paul Rubio', 'Kevin Freeman', 'John Evans']","['Jacqueline Bauer', 'Brandon Reed', 'Kevin Freeman', 'Jacqueline Bauer']",['Brandon Reed'],Turn under support themselves soldier box.,"['Sport', 'Fantasy']",2008-01-12,"['Norway', 'United States of America', 'Guinea-Bissau', 'New Zealand']",['Zhuang'],"['New Danielle', 'East James', 'Rodriguezborough', 'Williamberg']","Long, Simmons and Hodge",116510,592550,74
store645,7.8,"['Jacqueline Bauer', 'Andrew Ball', 'Charles Carpenter']","['Susan Reynolds', 'Brandon Reed', 'Kevin Freeman', 'Andrew Ball']","['Charles Carpenter', 'Andrew Casey', 'Susan Reynolds', 'Paul Rubio']",Truth history themselves.,"['Superhero', 'Mystery', 'Musical', 'Comedy']",1995-11-25,"['Chile', 'United States Minor Outlying Islands', 'Andorra', 'Malaysia', 'Colombia']","['Slovenian', 'Navajo']",['New Shawnshire'],"Reyes, Scott and Clark",366839,766593,74
class405,6.2,['Paul Rubio'],['Susan Reynolds'],"['Andrew Ball', 'Paul Rubio', 'Charles Carpenter', 'Susan Reynolds', 'Jacqueline Bauer']",Purpose sister these walk official.,"['Drama', 'Action', 'Romance', 'War', 'Historical']",2003-06-23,"['Moldova', 'Azerbaijan', 'Senegal', ""Cote d'Ivoire""]",['Pali'],"['Ricetown', 'Amandabury', 'West Jessicafort', 'Hooverbury']",Palmer-Brown,995040,323929,154
recent598,9.4,"['Paul Rubio', 'John Evans', 'Andrew Ball', 'Charles Carpenter']","['Charles Carpenter', 'Jacqueline Bauer']","['Paul Rubio', 'Paul Rubio', 'Jacqueline Bauer']",Remain impact stay owner.,"['Romance', 'Thriller']",2001-12-18,['Georgia'],"['Avaric', 'Chuvash', 'Sichuan Yi']","['West Janethaven', 'West Benjamin', 'West Denisefurt', 'Lopezview', 'Tonyaport']",Jones Group,719327,584639,134
I492,2.7,['Andrew Casey'],"['Brandon Reed', 'Brandon Reed']",['Susan Reynolds'],Sister if so.,"['Musical', 'Drama', 'Thriller', 'Horror', 'Drama']",1999-07-26,"['Samoa', 'Kenya', 'Jordan', 'Christmas Island', 'Palau']","['Ossetian', 'Tajik', 'Central Khmer']",['North Sharon'],Padilla PLC,642995,796152,71
outside972,4.8,"['John Evans', 'Charles Carpenter']","['Kevin Freeman', 'Andrew Casey', 'Andrew Casey', 'James Garcia', 'James Garcia']",['Kevin Freeman'],Today trial speech fine institution federal piece art.,"['Adventure', 'Superhero', 'Musical', 'Documentary', 'Crime']",1971-09-19,"['Saudi Arabia', 'Sao Tome and Principe']","['Guarani', 'Tsonga', 'Chichewa', 'Indonesian']",['Ryanton'],Anderson-Durham,617839,964056,171
weight814,6.7,"['Brandon Reed', 'Paul Rubio', 'James Garcia', 'Brandon Reed']","['Brandon Reed', 'John Evans']","['Andrew Ball', 'Kevin Freeman']",Take national majority.,"['Fantasy', 'Action', 'Biographical', 'Superhero', 'Documentary']",2006-09-17,"['Malaysia', 'Monaco']","['Turkish', 'Lingala', 'Somali', 'Turkish']",['New Sarahfort'],Fox-Carrillo,708591,867085,126
government412,7.5,"['Charles Carpenter', 'Susan Reynolds']",['Andrew Ball'],['Charles Carpenter'],Another investment seem well amount almost coach a.,"['Superhero', 'Documentary']",1985-10-07,['Guinea-Bissau'],"['Finnish', 'Tigrinya', 'Chuvash', 'Kongo', 'Church Slavic']","['Victoriaview', 'New Calebmouth']",Roberts-Meza,415882,507619,88
heart159,3.2,['Andrew Casey'],"['Paul Rubio', 'Andrew Ball', 'John Evans', 'Kevin Freeman']",['Kevin Freeman'],Section wrong agree list.,['Western'],1991-06-05,"['Latvia', 'Luxembourg']","['Walloon', 'Zhuang']","['West Gabriel', 'Hernandezview']","Shaw, Barton and Solis",234649,976462,145
save980,5.9,"['Charles Carpenter', 'James Garcia', 'Susan Reynolds', 'Susan Reynolds', 'Paul Rubio']",['Susan Reynolds'],"['John Evans', 'Susan Reynolds', 'Jacqueline Bauer', 'Brandon Reed', 'James Garcia']",Study social necessary still box behind land.,"['Drama', 'Family', 'Thriller']",2019-12-17,"['Brazil', 'Saint Martin']","['Akan', 'Bihari languages']","['Brandyview', 'New Juan']",Simmons and Sons,869056,849094,177
down951,6.5,"['Brandon Reed', 'Andrew Ball']","['Brandon Reed', 'Charles Carpenter']",['John Evans'],Both sure several.,"['Romance', 'Thriller', 'Documentary']",2002-09-22,"['Netherlands Antilles', 'Marshall Islands', 'Albania', 'Algeria', 'Puerto Rico']","['Faroese', 'Igbo', 'Albanian', 'Oriya', 'Latin']","['Jessicaview', 'Johnsonside', 'Morenoborough', 'Lake Michaelland']","Johnson, Faulkner and Robinson",400965,958410,136
whose750,6.8,"['John Evans', 'James Garcia', 'Andrew Ball', 'Charles Carpenter']",['Andrew Ball'],"['Paul Rubio', 'Charles Carpenter', 'John Evans', 'Susan Reynolds', 'Susan Reynolds']",Share manage administration Mr really social.,"['Superhero', 'Historical', 'Action', 'Fantasy']",1998-10-13,"['Barbados', 'Ireland', 'Benin', 'Ukraine', 'Micronesia']","['Galician', 'Swati']","['Alexandermouth', 'West Stacyport']",Brown-Sawyer,488367,734853,116
million209,4.9,"['Jacqueline Bauer', 'Paul Rubio', 'John Evans']","['Andrew Casey', 'Jacqueline Bauer', 'John Evans', 'Jacqueline Bauer']","['Susan Reynolds', 'Brandon Reed', 'Andrew Ball']",Instead quality from usually explain nothing six.,"['Horror', 'Superhero', 'War', 'Superhero']",1999-12-14,"['Tonga', 'Australia', 'Syrian Arab Republic', 'French Polynesia']","['Kuanyama', 'Vietnamese', 'Sotho, Southern', 'Arabic']","['Davidstad', 'Jamiemouth']",Wood-Patel,358931,588143,61
though742,5.9,"['James Garcia', 'Brandon Reed', 'Charles Carpenter', 'Charles Carpenter', 'John Evans']","['Kevin Freeman', 'Andrew Ball', 'Charles Carpenter', 'James Garcia', 'James Garcia']","['John Evans', 'Susan Reynolds']",Determine hear if analysis morning across city.,"['Crime', 'Biographical', 'Superhero', 'Thriller']",2006-06-25,"['Bulgaria', 'Samoa', 'Samoa']","['Hebrew', 'Norwegian Nynorsk']","['North Davidview', 'Port Bruce', 'Kevinbury', 'Lake Jonathan']","Watson, Porter and Hernandez",312541,680974,81
east170,0.5,"['Susan Reynolds', 'Andrew Casey']","['Paul Rubio', 'Charles Carpenter']","['Charles Carpenter', 'James Garcia']",Until cold full around anything case economy girl.,"['Sport', 'Thriller']",2015-01-10,"['Oman', 'Mongolia']","['Kannada', 'Tsonga', 'Burmese']","['Morganville', 'Ramirezville', 'Cookport', 'Jamesshire']","Bernard, Maynard and Wright",533709,448100,121
husband19,4.5,"['Andrew Casey', 'Andrew Ball']","['Paul Rubio', 'John Evans']","['Brandon Reed', 'Jacqueline Bauer']",Today behavior approach tend face body customer.,['War'],1987-12-20,"['Vanuatu', 'Armenia', 'Reunion', 'Cocos (Keeling) Islands']","['Lingala', 'Guarani', 'Cornish', 'Breton', 'Sango']",['North Charleneview'],"Parrish, Taylor and Ritter",789797,719017,65
media932,9.5,['Susan Reynolds'],"['Charles Carpenter', 'Brandon Reed']","['Paul Rubio', 'Andrew Casey', 'Paul Rubio', 'Jacqueline Bauer']",Good process risk themselves myself.,"['Biographical', 'Comedy', 'Musical', 'Action', 'Romance']",2018-10-19,"['Tanzania', 'Burkina Faso', 'Bangladesh']","['Thai', 'Luba-Katanga', 'Bislama', 'Bengali', 'Maori']","['Annettemouth', 'Jenniferstad']",Bauer-Johnson,344542,550595,133
unit351,7.7,['Kevin Freeman'],"['Andrew Ball', 'Kevin Freeman']","['Kevin Freeman', 'John Evans', 'Susan Reynolds', 'Jacqueline Bauer']",Wait take near yet between citizen.,"['Comedy', 'Adventure', 'War', 'Documentary', 'Comedy']",1979-09-06,['Finland'],"['Telugu', 'Tagalog', 'Kongo', 'Italian']",['East Bryan'],Mccarthy-Thompson,482341,273915,88
soon281,3.5,['Jacqueline Bauer'],"['Brandon Reed', 'Andrew Ball', 'Charles Carpenter', 'James Garcia']",['Jacqueline Bauer'],Different concern general college serve yeah tell alone.,"['Animation', 'Horror', 'Historical', 'Action', 'Family']",2018-04-28,"['Isle of Man', 'Romania', 'Mauritania']",['Kashmiri'],"['Port Patrick', 'Troymouth']",Phillips-Boyd,930860,811063,73
