title,rating,director,writer,stars,storyline,genres,release_date,countries_of_origin,language,filming_locations,production_companies,budget,gross_worldwide,runtime
organization731,4.0,"['Tamara Mclaughlin', 'Alan Hill']","['Alan Hill', 'Tamara Mclaughlin', 'Austin Frazier']","['Thomas Nelson', 'Austin Frazier']",Board happen manager low during.,"['Biographical', 'Superhero', 'Family', 'Western', 'Western']",1999-02-22,"['Christmas Island', 'Germany', 'Faroe Islands']","['Georgian', 'Urdu', 'Romanian']","['Woodborough', 'New Jo', 'Keithtown']",Phelps Group,925494,854715,135
miss72,4.7,['Tamara Mclaughlin'],"['Albert Rodriguez', 'Taylor Ryan', 'Amanda Schroeder', 'Austin Frazier']",['Alan Hill'],Charge head home population bank expect sit.,"['Documentary', 'Family', 'Musical', 'Comedy']",1984-07-02,"['Guinea-Bissau', 'Ireland', 'Bulgaria', 'Luxembourg']",['Kongo'],"['East Deanna', 'Alexanderview', 'New Maria', 'West Rebeccastad']",Clarke LLC,819550,310467,150
success956,8.4,"['Austin Frazier', 'Thomas Nelson', 'Austin Frazier', 'Taylor Ryan']","['Felicia Wheeler', 'Felicia Wheeler', 'Lawrence Jenkins', 'Amanda Schroeder']","['Alan Hill', 'Taylor Ryan', 'Albert Rodriguez', 'Alan Hill', 'Alan Hill']",Simple cost news civil.,['Adventure'],2016-12-13,['Mauritania'],['Macedonian'],"['Lake Scottmouth', 'East Holly']",Herring Ltd,182122,984768,113
because576,8.7,"['Mr. Billy Davis', 'Austin Frazier', 'Austin Frazier', 'Amanda Schroeder']",['Tamara Mclaughlin'],"['Taylor Ryan', 'Taylor Ryan']",Before if sea.,"['Romance', 'War', 'Superhero', 'Crime']",2017-01-18,"['Romania', 'Kenya', 'Aruba', 'Tokelau', 'Vietnam']","['Persian', 'Faroese', 'Shona', 'Fulah']","['Port Linda', 'Kimberlyburgh']",Johnson LLC,937988,158563,157
as956,3.8,"['Felicia Wheeler', 'Mr. Billy Davis', 'Albert Rodriguez', 'Austin Frazier']","['Albert Rodriguez', 'Felicia Wheeler', 'Thomas Nelson']",['Alan Hill'],Popular history generation hotel yard middle.,"['Comedy', 'Musical', 'Superhero', 'Family']",2010-02-26,"['Gambia', 'Bosnia and Herzegovina', 'Gibraltar', 'British Virgin Islands', 'Bangladesh']",['Fijian'],"['South Michelle', 'Lake Joseph', 'Port Jenniferberg', 'Anthonybury', 'Stantonbury']",Humphrey-Wilson,530594,908944,167
interview224,9.6,"['Lawrence Jenkins', 'Felicia Wheeler']","['Taylor Ryan', 'Austin Frazier', 'Albert Rodriguez', 'Alan Hill']","['Felicia Wheeler', 'Taylor Ryan', 'Amanda Schroeder', 'Amanda Schroeder', 'Tamara Mclaughlin']",Start size concern.,"['War', 'Historical']",2000-11-18,"['Christmas Island', 'Qatar']","['Breton', 'Interlingue', 'Ido', 'Slovenian', 'Sardinian']","['South Tammy', 'West Randyview', 'Jenniferview']",Smith Group,807534,888770,127
food606,2.7,"['Alan Hill', 'Tamara Mclaughlin', 'Felicia Wheeler']",['Alan Hill'],"['Mr. Billy Davis', 'Taylor Ryan', 'Tamara Mclaughlin', 'Taylor Ryan']",Step bit practice term.,"['Western', 'Musical', 'Thriller']",1985-08-05,"['Guyana', 'Albania', 'Pakistan']","['Bambara', 'Sardinian']",['Sandraborough'],"Green, Clark and Jones",703972,373634,98
off880,1.5,"['Alan Hill', 'Lawrence Jenkins']","['Taylor Ryan', 'Taylor Ryan', 'Felicia Wheeler', 'Felicia Wheeler']","['Lawrence Jenkins', 'Thomas Nelson']",Idea must worker all.,['Drama'],2016-05-18,['Tuvalu'],"['Kurdish', 'Kanuri']","['Livingstonton', 'Lindseyberg']","Middleton, Smith and Goodwin",654822,174216,144
only432,2.4,"['Amanda Schroeder', 'Alan Hill']","['Felicia Wheeler', 'Austin Frazier']","['Albert Rodriguez', 'Tamara Mclaughlin', 'Albert Rodriguez', 'Thomas Nelson', 'Taylor Ryan']",City both bit cause.,"['Mystery', 'Western', 'Historical']",1972-03-14,"['El Salvador', 'Senegal', 'Gambia', 'Guernsey']",['Azerbaijani'],"['Catherinemouth', 'Longbury', 'Royhaven', 'North Debraton', 'New Tiffany']","Scott, Scott and Callahan",812184,959128,90
church697,5.4,"['Amanda Schroeder', 'Tamara Mclaughlin', 'Taylor Ryan', 'Thomas Nelson']","['Austin Frazier', 'Thomas Nelson', 'Taylor Ryan', 'Felicia Wheeler', 'Lawrence Jenkins']","['Albert Rodriguez', 'Austin Frazier', 'Taylor Ryan', 'Thomas Nelson', 'Albert Rodriguez']",Entire wide energy western.,"['Comedy', 'Comedy', 'Drama']",1986-03-12,"['Ethiopia', 'Guam', 'French Polynesia', 'Monaco', 'Mongolia']",['Bengali'],"['Rachelview', 'South Ericfurt', 'Kramerport', 'Marioton', 'East Mariehaven']","Barnett, Smith and Bennett",656454,599995,152
ground40,7.7,['Austin Frazier'],"['Albert Rodriguez', 'Taylor Ryan']",['Felicia Wheeler'],Explain health drug drop spring school discussion.,"['Mystery', 'Horror', 'Action', 'Musical', 'Fantasy']",1997-01-18,"['Pakistan', 'Svalbard & Jan Mayen Islands', 'Algeria', 'Trinidad and Tobago', 'Chile']","['Kurdish', 'Sotho, Southern', 'Chinese', 'Kurdish', 'Korean']",['Aguilarstad'],White-Johnson,910433,934654,154
myself283,9.7,"['Lawrence Jenkins', 'Albert Rodriguez']","['Lawrence Jenkins', 'Austin Frazier']","['Tamara Mclaughlin', 'Mr. Billy Davis', 'Austin Frazier', 'Austin Frazier']",Adult explain bar thank because image.,['Horror'],1975-09-10,"['Belize', 'Angola', 'Saudi Arabia', 'Zambia', 'Croatia']","['Nepali', 'Oriya', 'Bislama', 'Cree']",['Torresburgh'],"Brooks, Carey and Jordan",533338,921569,141
reach984,9.4,"['Amanda Schroeder', 'Amanda Schroeder', 'Alan Hill', 'Tamara Mclaughlin']","['Mr. Billy Davis', 'Mr. Billy Davis', 'Austin Frazier', 'Albert Rodriguez']","['Austin Frazier', 'Felicia Wheeler', 'Alan Hill', 'Taylor Ryan', 'Austin Frazier']",History data fear everyone contain.,"['Drama', 'Drama', 'Crime', 'Drama', 'Western']",1993-09-20,"['Malawi', 'Australia', 'Cambodia', 'French Southern Territories']","['Hebrew', 'Sanskrit']",['South Michael'],Jordan-Figueroa,986565,730659,82
body730,5.7,"['Thomas Nelson', 'Tamara Mclaughlin', 'Albert Rodriguez']","['Amanda Schroeder', 'Albert Rodriguez', 'Tamara Mclaughlin']",['Albert Rodriguez'],Recently try fly yes.,"['Comedy', 'Mystery', 'Biographical']",1991-07-16,"['Kazakhstan', 'South Georgia and the South Sandwich Islands', 'Mauritania', 'Equatorial Guinea']","['Tatar', 'Oriya', 'Bengali']","['Cruzborough', 'Lake Feliciaview']",Butler and Sons,793266,629778,179
once659,1.5,"['Felicia Wheeler', 'Mr. Billy Davis', 'Taylor Ryan', 'Mr. Billy Davis', 'Felicia Wheeler']",['Thomas Nelson'],['Alan Hill'],Can three side add.,['Thriller'],2021-08-23,['Niger'],['Church Slavic'],"['Toddport', 'Lake Kimberlyfurt', 'Johnsonborough', 'South Wayne', 'Johnstonstad']",Jones-Lewis,561694,998767,163
piece87,9.0,"['Albert Rodriguez', 'Albert Rodriguez', 'Mr. Billy Davis', 'Lawrence Jenkins']",['Thomas Nelson'],"['Albert Rodriguez', 'Lawrence Jenkins', 'Thomas Nelson', 'Amanda Schroeder']",Authority eight face thus pass summer.,"['War', 'Mystery', 'War']",2009-07-04,"['Grenada', 'Libyan Arab Jamahiriya', 'North Macedonia']","['Church Slavic', 'Maori', 'Venda', 'Bislama', 'Russian']",['North Jennifer'],Barnett Group,339484,251420,67
address453,1.4,['Tamara Mclaughlin'],"['Lawrence Jenkins', 'Alan Hill']","['Albert Rodriguez', 'Felicia Wheeler', 'Thomas Nelson']",Still market style network financial be vote.,"['Documentary', 'Crime', 'Biographical', 'Adventure']",1994-11-20,"['Djibouti', 'Tunisia', 'Gambia', 'United States Virgin Islands']","['Tsonga', 'Quechua']","['South Angelicafurt', 'Kyleport', 'North Haley']",Barber LLC,619121,461793,126
bar447,3.0,"['Mr. Billy Davis', 'Albert Rodriguez']","['Amanda Schroeder', 'Thomas Nelson']","['Taylor Ryan', 'Lawrence Jenkins', 'Tamara Mclaughlin', 'Taylor Ryan', 'Tamara Mclaughlin']",Daughter sister film long attorney pressure game grow.,"['Thriller', 'Thriller', 'Science Fiction (Sci-Fi)']",1977-10-28,['Somalia'],"['Sardinian', 'Amharic', 'South Ndebele', 'Norwegian Nynorsk']",['Smithtown'],"Gonzalez, Frederick and Morris",302250,569964,108
ago892,8.0,['Felicia Wheeler'],"['Taylor Ryan', 'Albert Rodriguez']",['Taylor Ryan'],Past lose believe arrive best read glass.,"['Historical', 'Animation', 'Superhero', 'Adventure', 'Adventure']",1976-06-22,"['El Salvador', 'Indonesia', 'Mali', 'Saint Barthelemy', 'Lebanon']","['Avestan', 'Icelandic', 'Tsonga', 'Sotho, Southern', 'Kirghiz']","['Hollandville', 'Ramosside']",Jones Ltd,155914,461770,127
hour727,5.8,['Tamara Mclaughlin'],"['Alan Hill', 'Albert Rodriguez']","['Austin Frazier', 'Lawrence Jenkins']",After under minute computer.,['Crime'],1983-03-24,"['Portugal', 'Sri Lanka', 'Timor-Leste', 'Iceland']","['Yiddish', 'Uighur', 'Bengali']","['Lake Jeremiah', 'Patricialand', 'Janetmouth']",Williams-Burns,712693,716563,99
pay670,5.6,['Austin Frazier'],['Albert Rodriguez'],"['Albert Rodriguez', 'Tamara Mclaughlin']",Network decade back total themselves.,['Animation'],2002-01-16,"['Botswana', 'Sri Lanka', ""Cote d'Ivoire"", 'Lebanon']","['Swedish', 'Chechen', 'Ndonga']","['South Crystalhaven', 'Moraleschester']","Peters, Schmidt and Meza",951977,201928,149
detail760,6.5,"['Austin Frazier', 'Thomas Nelson', 'Austin Frazier', 'Mr. Billy Davis', 'Austin Frazier']","['Lawrence Jenkins', 'Austin Frazier']","['Lawrence Jenkins', 'Albert Rodriguez', 'Felicia Wheeler', 'Albert Rodriguez']",School number minute street those data course.,"['Horror', 'Family', 'Drama', 'War']",1970-11-19,"['South Africa', 'Iran', 'Netherlands']","['French', 'Tahitian', 'Catalan', 'French', 'Oriya']",['West Carla'],Ruiz-Nelson,185927,483412,119
personal338,4.8,"['Felicia Wheeler', 'Albert Rodriguez']","['Mr. Billy Davis', 'Tamara Mclaughlin', 'Tamara Mclaughlin', 'Austin Frazier']","['Tamara Mclaughlin', 'Taylor Ryan', 'Austin Frazier', 'Mr. Billy Davis', 'Felicia Wheeler']",Center cost trade threat partner down.,"['War', 'Crime', 'Fantasy', 'Western', 'Historical']",1999-07-08,"['Nicaragua', 'Solomon Islands']","['Cornish', 'Burmese']","['Lake Paulchester', 'South Cynthia']",Moore-Rivera,661519,465588,70
stay224,1.1,"['Amanda Schroeder', 'Taylor Ryan', 'Tamara Mclaughlin', 'Thomas Nelson', 'Thomas Nelson']",['Albert Rodriguez'],"['Felicia Wheeler', 'Amanda Schroeder', 'Austin Frazier']",Option public my blood.,"['Superhero', 'Western', 'Crime', 'Thriller', 'Science Fiction (Sci-Fi)']",1999-09-18,"['Sweden', 'Oman', 'Guyana', 'Iraq']","['Romansh', 'Romansh', 'Gaelic']","['New Davidshire', 'Johnsonmouth', 'Bryanstad', 'Juliefort']","Roberts, Marsh and Robinson",543429,151565,85
talk859,7.5,['Lawrence Jenkins'],"['Taylor Ryan', 'Austin Frazier']","['Taylor Ryan', 'Austin Frazier', 'Austin Frazier', 'Albert Rodriguez', 'Austin Frazier']",Me start Mrs term.,"['Adventure', 'Mystery']",1978-06-11,"['Guinea', 'Russian Federation']","['Church Slavic', 'Western Frisian', 'Twi', 'Belarusian']",['Mayoshire'],Johnson and Sons,396168,475335,157
decade176,9.1,"['Alan Hill', 'Lawrence Jenkins', 'Tamara Mclaughlin', 'Thomas Nelson', 'Amanda Schroeder']","['Thomas Nelson', 'Alan Hill']","['Alan Hill', 'Albert Rodriguez', 'Amanda Schroeder']",Music happen may rule ok.,"['Romance', 'Family', 'Romance', 'Historical']",2020-12-11,"['Colombia', 'Tokelau', 'Egypt']","['Limburgan', 'Inuktitut', 'Hiri Motu', 'Czech', 'Tsonga']","['Port Ashley', 'Port Robin', 'Trevorburgh', 'Allisonshire', 'Crystalchester']",Duffy Group,506301,338928,79
close7,2.0,"['Lawrence Jenkins', 'Albert Rodriguez', 'Albert Rodriguez', 'Alan Hill', 'Amanda Schroeder']",['Albert Rodriguez'],['Taylor Ryan'],Blue again whom dinner do price.,"['Science Fiction (Sci-Fi)', 'Western']",1983-08-29,"['Bahamas', 'Bermuda']","['Bosnian', 'Uzbek', 'Faroese', 'Ukrainian', 'Persian']",['Barrerahaven'],"Richardson, Harper and Berger",876312,967846,112
growth619,3.1,['Alan Hill'],"['Lawrence Jenkins', 'Amanda Schroeder', 'Taylor Ryan']","['Amanda Schroeder', 'Lawrence Jenkins', 'Tamara Mclaughlin', 'Lawrence Jenkins']",Statement operation first here general benefit.,"['Family', 'Musical', 'Western', 'Superhero']",1977-08-28,"['India', 'Rwanda', 'Cape Verde']","['Luxembourgish', 'Oromo']","['Ramirezburgh', 'Williamborough']","Shaw, Smith and Anderson",892726,917847,117
gas855,4.2,"['Albert Rodriguez', 'Thomas Nelson', 'Albert Rodriguez', 'Amanda Schroeder', 'Amanda Schroeder']",['Alan Hill'],"['Austin Frazier', 'Tamara Mclaughlin']",Prepare item anyone note force student finally house.,['Mystery'],1997-12-22,['Tuvalu'],"['Pushto', 'Hiri Motu', 'Tonga', 'Chuvash']","['North Sharon', 'Nicholasside']",Whitaker PLC,214612,393048,180
fish263,3.1,['Mr. Billy Davis'],"['Amanda Schroeder', 'Austin Frazier', 'Thomas Nelson']","['Taylor Ryan', 'Mr. Billy Davis']",Because surface every door PM couple.,"['Thriller', 'Animation']",1982-12-12,"['Grenada', 'Rwanda']",['Afrikaans'],"['East Connormouth', 'Richardberg', 'New Brooke', 'Mezatown', 'South Melissaview']",Jones-Anderson,453457,581355,171
say739,4.3,['Mr. Billy Davis'],"['Lawrence Jenkins', 'Felicia Wheeler', 'Austin Frazier', 'Thomas Nelson', 'Thomas Nelson']",['Amanda Schroeder'],Benefit much type glass.,"['Musical', 'Superhero', 'Fantasy', 'Family']",2019-10-17,"['Greece', 'Nauru', 'Algeria', 'Taiwan', 'North Macedonia']","['Fijian', 'Malayalam']","['West Catherine', 'Sharonville', 'Kevinborough', 'Singhtown']","Daniels, Hunt and Rodriguez",769408,904275,89
sometimes835,9.6,"['Albert Rodriguez', 'Tamara Mclaughlin']","['Amanda Schroeder', 'Thomas Nelson', 'Lawrence Jenkins', 'Tamara Mclaughlin', 'Albert Rodriguez']","['Albert Rodriguez', 'Thomas Nelson', 'Albert Rodriguez', 'Mr. Billy Davis', 'Albert Rodriguez']",Those degree claim or.,"['Crime', 'Horror']",2009-08-06,"['Philippines', 'Kyrgyz Republic']","['Zhuang', 'Inupiaq']",['Lake Jasonborough'],Daniels-Cummings,502358,673845,164
president432,2.8,"['Alan Hill', 'Lawrence Jenkins']","['Lawrence Jenkins', 'Felicia Wheeler']","['Amanda Schroeder', 'Albert Rodriguez']",Certain take former dinner follow couple thought hair.,['Historical'],1998-07-06,"['Ireland', 'Estonia', 'Canada']","['Nepali', 'Slovak']","['West Cherylfurt', 'Lake Kristina', 'North Johnmouth', 'Daltonshire']",Jones and Sons,101719,874541,147
value527,1.6,['Austin Frazier'],['Lawrence Jenkins'],['Taylor Ryan'],Answer stand thought understand.,"['Crime', 'Adventure']",1998-08-05,['Mexico'],['Danish'],['New Robertport'],Brewer-Hopkins,147457,527526,171
red38,5.0,"['Amanda Schroeder', 'Albert Rodriguez', 'Mr. Billy Davis']","['Tamara Mclaughlin', 'Felicia Wheeler']","['Thomas Nelson', 'Taylor Ryan', 'Austin Frazier', 'Taylor Ryan']",Set management quite threat mind trouble.,"['Sport', 'Animation', 'Romance', 'Musical']",2003-07-27,['Kazakhstan'],"['Norwegian Nynorsk', 'Sindhi']","['Pennyton', 'South Kathryn']",Graham-Brown,389125,650577,66
fear255,1.1,"['Alan Hill', 'Amanda Schroeder']","['Felicia Wheeler', 'Taylor Ryan', 'Lawrence Jenkins', 'Tamara Mclaughlin', 'Lawrence Jenkins']",['Felicia Wheeler'],Six mother expert.,"['Documentary', 'War']",1996-03-10,['Malawi'],"['Italian', 'Avaric']","['Robertamouth', 'East Nicoleborough', 'Brandibury']","Massey, Ruiz and Thomas",842543,531414,108
language557,9.1,"['Mr. Billy Davis', 'Amanda Schroeder', 'Amanda Schroeder', 'Lawrence Jenkins']",['Amanda Schroeder'],"['Tamara Mclaughlin', 'Thomas Nelson', 'Taylor Ryan', 'Taylor Ryan']",Feel up side military.,"['Adventure', 'Animation', 'Superhero', 'Animation']",1992-08-14,"['Togo', 'Greenland']",['Serbian'],['East Bonniemouth'],"Smith, Cannon and Johnson",359118,749925,152
risk281,2.4,['Austin Frazier'],"['Lawrence Jenkins', 'Austin Frazier', 'Mr. Billy Davis', 'Felicia Wheeler']",['Austin Frazier'],Too ask begin guy.,"['Mystery', 'Thriller', 'War', 'Adventure']",2001-06-06,['Tanzania'],"['Tahitian', 'Icelandic']","['Port Brian', 'Carlsonfort']",Riggs-White,651176,699651,135
dinner556,2.4,"['Albert Rodriguez', 'Amanda Schroeder', 'Albert Rodriguez', 'Felicia Wheeler']","['Mr. Billy Davis', 'Thomas Nelson']",['Tamara Mclaughlin'],Live deep front tonight knowledge tell agent ago.,"['Adventure', 'Superhero']",2003-12-15,"['Oman', 'Cayman Islands']",['Turkish'],"['North Brettbury', 'Port Amandaville', 'East Meganchester', 'South Coreyfort']","Neal, Thompson and Anthony",795660,198793,136
various122,9.8,['Mr. Billy Davis'],"['Thomas Nelson', 'Tamara Mclaughlin', 'Felicia Wheeler', 'Albert Rodriguez', 'Amanda Schroeder']","['Tamara Mclaughlin', 'Albert Rodriguez']",Per he yet remember interview.,['Romance'],1978-06-21,"['Armenia', 'El Salvador', 'Belize', 'Costa Rica']","['Wolof', 'Oromo', 'Wolof', 'Latin', 'Sotho, Southern']","['East Jared', 'Edwardberg', 'Dylanside', 'Port Jamesburgh', 'Jasonborough']",Campbell and Sons,303950,166590,68
someone505,8.7,"['Taylor Ryan', 'Amanda Schroeder', 'Albert Rodriguez']","['Tamara Mclaughlin', 'Felicia Wheeler', 'Thomas Nelson', 'Mr. Billy Davis']","['Austin Frazier', 'Austin Frazier', 'Tamara Mclaughlin']",Continue yes kind tonight.,"['Romance', 'Superhero', 'Comedy', 'Sport']",2013-07-19,['Madagascar'],"['Cornish', 'Oromo']","['Brianburgh', 'Ryanbury', 'East Allenmouth', 'South Warrenmouth']",Stafford-Fleming,622920,418521,85
sometimes541,7.3,"['Austin Frazier', 'Lawrence Jenkins', 'Thomas Nelson', 'Felicia Wheeler']","['Tamara Mclaughlin', 'Albert Rodriguez', 'Austin Frazier', 'Amanda Schroeder', 'Albert Rodriguez']","['Amanda Schroeder', 'Amanda Schroeder', 'Austin Frazier']",Who money institution green old figure.,"['Adventure', 'Mystery', 'Historical', 'Historical', 'Adventure']",1976-03-10,"['Heard Island and McDonald Islands', 'American Samoa']",['Romanian'],"['East Kristin', 'Sellersfort', 'East Johnville']","Chavez, Young and Perry",111408,608310,116
trip340,8.9,"['Lawrence Jenkins', 'Mr. Billy Davis', 'Lawrence Jenkins', 'Austin Frazier']","['Alan Hill', 'Albert Rodriguez', 'Austin Frazier']","['Thomas Nelson', 'Amanda Schroeder', 'Tamara Mclaughlin', 'Felicia Wheeler', 'Alan Hill']",Nature look unit nature Democrat possible.,"['Historical', 'Crime', 'Animation', 'Thriller']",2009-11-10,"['Nepal', 'Bouvet Island (Bouvetoya)']","['Maltese', 'Uighur', 'Yoruba', 'Russian', 'Latvian']",['New Brittney'],Holland PLC,581903,252605,174
entire303,3.1,"['Taylor Ryan', 'Alan Hill']","['Thomas Nelson', 'Thomas Nelson', 'Albert Rodriguez']","['Austin Frazier', 'Taylor Ryan']",Mind nearly around top thing her system.,"['Biographical', 'Drama', 'War', 'Family', 'Adventure']",1989-01-28,"['Korea', 'Thailand', 'Myanmar', 'Armenia']","['Uighur', 'Javanese', 'Latin', 'Quechua', 'Marathi']","['Port Robinchester', 'Guerreroburgh', 'Roseborough']",Merritt-Lewis,410374,563469,78
shake382,6.3,"['Austin Frazier', 'Amanda Schroeder']","['Lawrence Jenkins', 'Lawrence Jenkins', 'Albert Rodriguez']","['Tamara Mclaughlin', 'Alan Hill']",Adult foreign cell lose player.,"['Documentary', 'Horror']",1976-08-01,"['Cuba', 'Saint Helena']","['Oromo', 'Azerbaijani', 'Hungarian']",['Kevinville'],Roach-Ruiz,410598,680563,144
well451,7.1,"['Thomas Nelson', 'Albert Rodriguez', 'Taylor Ryan']","['Albert Rodriguez', 'Albert Rodriguez', 'Austin Frazier', 'Lawrence Jenkins']","['Felicia Wheeler', 'Alan Hill', 'Thomas Nelson']",Character little deep strong.,['Crime'],1986-12-25,"['Brunei Darussalam', 'Saint Barthelemy', 'Zambia', 'Mauritius', 'Bhutan']","['Basque', 'Dutch', 'Ossetian']","['South Wesley', 'Lake Tylerland', 'Churchburgh', 'Wrightburgh']",Rogers-Collins,513385,445763,149
reality849,5.2,['Felicia Wheeler'],"['Thomas Nelson', 'Mr. Billy Davis', 'Thomas Nelson']","['Albert Rodriguez', 'Alan Hill', 'Mr. Billy Davis', 'Albert Rodriguez']",Plan son third see personal when.,"['Thriller', 'Superhero']",2013-04-05,"['Sierra Leone', 'Heard Island and McDonald Islands', 'Congo', 'Qatar', 'Ghana']",['Kurdish'],"['Parkerchester', 'East Lauren', 'West Lindsay', 'Fullerburgh']",Wallace PLC,632432,741236,130
call301,4.0,"['Taylor Ryan', 'Amanda Schroeder', 'Felicia Wheeler', 'Mr. Billy Davis', 'Austin Frazier']","['Amanda Schroeder', 'Thomas Nelson', 'Tamara Mclaughlin']","['Thomas Nelson', 'Tamara Mclaughlin', 'Thomas Nelson', 'Alan Hill']",Approach detail four spring.,"['Documentary', 'Animation']",2011-01-22,"['Egypt', 'Yemen', 'Sri Lanka']","['Xhosa', 'Kannada', 'Urdu']","['Lake Nicholasshire', 'Lake Tinabury', 'Port Travisfurt']",Larson-May,975569,934874,121
