title,rating,director,writer,stars,storyline,genres,release_date,countries_of_origin,language,filming_locations,production_companies,budget,gross_worldwide,runtime
vote379,0.1,"['Penny Joseph', 'Brittany Harper', 'Mary Thompson']","['Melinda Flores', 'Melinda Flores', 'Jerry Lawson']","['Diane Harper', 'Brittany Harper', 'Melinda Flores', 'Marilyn Hayes', 'Angela Perry']",Clear process management production.,"['Fantasy', 'Documentary', 'Documentary']",1999-05-21,"['Portugal', 'Poland', 'Qatar', 'Belize', 'Svalbard & Jan Mayen Islands']","['Persian', 'Bambara', 'Interlingue']","['North Wendyport', 'Port Taylorborough', 'Traceychester', 'Garrettmouth', 'East Julia']",Jackson-Taylor,353345,797161,154
ever235,7.6,"['Diane Harper', 'William Burch']","['Melinda Flores', 'Melinda Flores', 'Angela Perry']","['Lori Davis', 'Marilyn Hayes']",Avoid either network within example and prove.,"['Musical', 'War', 'Documentary', 'Horror']",1984-08-12,"['British Indian Ocean Territory (Chagos Archipelago)', 'United States Minor Outlying Islands', 'Guernsey', 'Tanzania']",['Russian'],"['New Veronica', 'Rebeccashire']","Cruz, Bryant and Ramirez",702083,667136,171
inside806,1.4,"['Diane Harper', 'Diane Harper', 'Mary Thompson', 'Marilyn Hayes', 'Penny Joseph']","['William Burch', 'Marilyn Hayes', 'Brittany Harper', 'Lori Davis', 'Lori Davis']","['Jerry Lawson', 'Penny Joseph', 'Melinda Flores']",Scene agree believe rise prevent tend activity.,['Musical'],1977-11-19,"['Faroe Islands', 'Uzbekistan']","['Luba-Katanga', 'Pushto', 'Aragonese', 'Lithuanian', 'French']",['South Tonyfurt'],"Thomas, Roth and Wong",476451,866426,157
get674,1.4,"['Penny Joseph', 'Melinda Flores', 'Melinda Flores']","['Melinda Flores', 'Brittany Harper', 'Angela Perry', 'Lori Davis', 'Diane Harper']","['Melinda Flores', 'Penny Joseph', 'Marilyn Hayes', 'Lori Davis']",Trouble our record trial would sit south.,"['Adventure', 'Thriller', 'Animation', 'Documentary', 'Drama']",2001-09-21,"['Kuwait', 'Timor-Leste', 'Zimbabwe', 'Ghana', 'Kenya']","['Urdu', 'North Ndebele', 'Samoan']",['Wrightchester'],"Deleon, Kennedy and Moore",555214,500002,177
window597,0.7,['William Burch'],['Jerry Lawson'],"['Mary Thompson', 'Mary Thompson', 'William Burch', 'Angela Perry']",Interest adult home trip.,"['Mystery', 'Crime', 'Family']",1991-05-16,"['Jordan', 'Italy', 'Burundi', 'Bhutan']",['Macedonian'],"['Jenkinsburgh', 'West Stephaniehaven', 'West Tracy', 'Port Teresa']",Waters and Sons,313158,578238,94
may440,3.6,['Marilyn Hayes'],"['Angela Perry', 'Penny Joseph', 'Mary Thompson', 'Angela Perry', 'Diane Harper']",['Brittany Harper'],Draw factor term treatment possible reduce.,"['War', 'Mystery']",1975-09-18,['Faroe Islands'],"['Ojibwa', 'Malay']",['New Juliefurt'],"Gonzales, Kelly and Wall",458360,837620,144
bank237,3.6,"['Penny Joseph', 'Brittany Harper', 'Diane Harper', 'Melinda Flores']","['Brittany Harper', 'Diane Harper', 'Diane Harper', 'Angela Perry']",['Brittany Harper'],Alone key once member.,['Adventure'],1990-09-27,['Lesotho'],"['Aymara', 'Yiddish']",['Raymondside'],Sanders-Marshall,101442,305737,96
start574,0.6,"['Angela Perry', 'Jerry Lawson', 'Diane Harper', 'Angela Perry', 'Angela Perry']","['Angela Perry', 'Penny Joseph']","['Diane Harper', 'Brittany Harper', 'Jerry Lawson']",Suddenly event under morning out.,"['Biographical', 'Biographical', 'Crime', 'Historical']",1998-11-02,"['Equatorial Guinea', 'Liberia', 'Malawi']",['Amharic'],"['Williamfurt', 'Wellsfort']",Phillips-Lopez,141414,905969,73
their2,0.1,"['William Burch', 'Jerry Lawson', 'Mary Thompson', 'Lori Davis']","['William Burch', 'Jerry Lawson', 'Angela Perry']","['Angela Perry', 'Marilyn Hayes', 'Angela Perry', 'William Burch']",Change visit still billion against.,['Mystery'],1977-09-14,"['Nigeria', 'Bermuda', 'Martinique', 'Belarus', 'Heard Island and McDonald Islands']","['Slovak', 'Corsican', 'Nepali']","['North Charlesshire', 'New Jimmy', 'West Kimtown', 'Lake Sheilaburgh', 'Powellhaven']","Clark, Alvarado and Mcdowell",130198,281868,93
matter16,1.1,"['Penny Joseph', 'Mary Thompson']","['Angela Perry', 'Mary Thompson', 'Angela Perry', 'Marilyn Hayes']","['Angela Perry', 'Brittany Harper', 'Marilyn Hayes', 'Brittany Harper']",Order me visit modern end.,"['Historical', 'War', 'Adventure', 'Western', 'Western']",2015-07-02,"['United Arab Emirates', 'Saint Helena']","['Haitian', 'Dzongkha', 'Lao', 'Kalaallisut', 'Norwegian']",['Terrybury'],Jones and Sons,889402,428360,138
body313,1.9,"['Mary Thompson', 'Lori Davis', 'Lori Davis', 'Mary Thompson', 'Penny Joseph']",['Brittany Harper'],"['William Burch', 'Penny Joseph', 'Melinda Flores', 'Melinda Flores']",Think exactly would notice apply.,"['Biographical', 'Sport', 'Crime']",1976-06-30,"['Turks and Caicos Islands', 'Armenia', 'Papua New Guinea', 'Gibraltar']","['North Ndebele', 'Samoan', 'Ewe', 'Czech']","['Jesusmouth', 'Khanport', 'South Robert']",Love Ltd,385718,366203,88
none622,9.5,"['William Burch', 'Melinda Flores', 'Jerry Lawson']","['Jerry Lawson', 'Mary Thompson', 'Lori Davis', 'Brittany Harper']","['Mary Thompson', 'Mary Thompson', 'Mary Thompson']",Wind may color.,"['Superhero', 'Family']",1988-07-26,"['Monaco', 'South Georgia and the South Sandwich Islands', 'Bolivia', 'Togo']","['Maltese', 'Telugu', 'Tswana', 'Icelandic']","['New Marissa', 'New Cynthiabury', 'Victoriaburgh', 'Lake Rachel']","Lee, Gilbert and Coleman",581282,605739,171
program957,5.2,"['William Burch', 'Angela Perry', 'Angela Perry', 'Angela Perry', 'Lori Davis']","['Lori Davis', 'Jerry Lawson', 'Diane Harper', 'Penny Joseph', 'Brittany Harper']","['Marilyn Hayes', 'William Burch', 'Mary Thompson', 'Penny Joseph']",Media blue health these why.,"['Documentary', 'Thriller']",1984-11-21,"['Saint Lucia', 'Zimbabwe']","['Czech', 'Aragonese', 'Greek', 'Panjabi']","['Johnsonshire', 'East Bryanside', 'West Jasonton', 'South Connor', 'Parkerville']",Clark-Holmes,174097,466011,93
moment211,0.8,"['William Burch', 'Angela Perry']","['Melinda Flores', 'Marilyn Hayes']","['Diane Harper', 'Melinda Flores']",Force race understand send.,"['Adventure', 'Musical', 'Horror', 'Thriller', 'Historical']",2012-10-05,"['Iceland', 'Netherlands Antilles', 'Malaysia', 'French Guiana']","['Turkish', 'Nauru', 'Sundanese', 'Indonesian']","['South Jeffreyfort', 'Shannonchester', 'Burtontown', 'Craigbury', 'Watsonshire']",Chavez-Lewis,683403,530600,102
three488,1.3,['Penny Joseph'],['Mary Thompson'],"['Marilyn Hayes', 'Melinda Flores']",Leave former expect tonight even at clearly.,"['Musical', 'Documentary', 'Documentary', 'Historical', 'Sport']",2020-05-20,"['Cape Verde', 'Montserrat', 'South Georgia and the South Sandwich Islands', 'South Africa']","['Albanian', 'Church Slavic', 'Greek', 'Aymara']","['Smithport', 'Susanview']",Smith-Harris,789861,476633,150
modern887,1.7,"['Diane Harper', 'Lori Davis', 'Mary Thompson']","['Melinda Flores', 'Marilyn Hayes', 'Penny Joseph', 'Marilyn Hayes', 'Jerry Lawson']","['Diane Harper', 'Jerry Lawson', 'Lori Davis']",White letter law summer investment manager.,"['Animation', 'Western', 'Action', 'Sport']",1997-09-24,"['Martinique', 'Cayman Islands', 'Burkina Faso', 'Mauritania']","['Manx', 'Kalaallisut', 'Romansh']","['Hendricksborough', 'New Don', 'Stephenmouth', 'New Pamela']",Sandoval PLC,597662,583764,97
girl936,0.9,"['Diane Harper', 'Brittany Harper', 'Marilyn Hayes']","['Mary Thompson', 'Diane Harper', 'William Burch', 'Angela Perry']","['Angela Perry', 'Penny Joseph', 'Mary Thompson', 'Jerry Lawson']",Do create almost position.,['Drama'],1984-11-19,"['Bahrain', 'Cyprus', 'Nepal', 'Ghana', 'Algeria']","['Croatian', 'Bihari languages', 'Lao', 'Assamese']",['East Brendabury'],Guerrero PLC,272141,495124,70
box858,7.8,['Brittany Harper'],"['Lori Davis', 'Jerry Lawson', 'Lori Davis', 'Jerry Lawson']","['Marilyn Hayes', 'Lori Davis', 'Brittany Harper', 'Melinda Flores', 'Melinda Flores']",Fact focus where food.,"['Horror', 'Musical', 'Science Fiction (Sci-Fi)', 'Fantasy']",1987-02-14,"['Hungary', 'Samoa']","['Kinyarwanda', 'Chinese', 'Serbian', 'Latvian']","['Ericside', 'Amychester']",Hubbard-Thomas,241512,132217,151
behind126,9.1,['Lori Davis'],"['Marilyn Hayes', 'William Burch']","['Penny Joseph', 'Jerry Lawson', 'Diane Harper']",Couple grow it brother clearly whole spend.,"['Historical', 'Science Fiction (Sci-Fi)', 'Western', 'Superhero', 'Animation']",2001-08-31,"['Cape Verde', 'Micronesia']",['Belarusian'],"['Michaelville', 'Victoriamouth', 'Jessicaville']",Riggs-Lewis,235656,783818,104
talk153,0.6,['Brittany Harper'],"['Mary Thompson', 'Mary Thompson']","['Marilyn Hayes', 'Penny Joseph', 'Marilyn Hayes']",War eye against explain much affect us.,"['Sport', 'Sport', 'Action', 'War', 'Western']",1988-11-16,"['Guadeloupe', 'Czech Republic', 'Hong Kong', 'Christmas Island', 'Malta']","['Cornish', 'Cornish', 'Thai']","['East Victoriaburgh', 'East Tinashire', 'Willismouth', 'Thorntonfurt']",Robinson-Bell,855914,913800,103
food307,2.0,"['Lori Davis', 'Jerry Lawson', 'Brittany Harper', 'William Burch']","['Lori Davis', 'Marilyn Hayes', 'William Burch', 'Mary Thompson', 'Lori Davis']","['Jerry Lawson', 'Jerry Lawson', 'Diane Harper']",Much information start change see most maybe they.,"['Crime', 'Family', 'Mystery', 'Animation', 'Action']",2001-01-15,['United Arab Emirates'],"['Kikuyu', 'French', 'Polish', 'Slovenian', 'Kazakh']",['South Darinfort'],"Washington, Cabrera and Gillespie",678725,626639,62
trade71,5.7,['Penny Joseph'],"['Penny Joseph', 'Marilyn Hayes', 'Lori Davis', 'Lori Davis']",['Melinda Flores'],Couple yard keep course discussion use some.,"['Historical', 'Sport', 'Biographical', 'Superhero', 'Superhero']",2004-07-27,"['Yemen', 'Israel', 'Sao Tome and Principe', 'Congo']","['Basque', 'Belarusian', 'Ojibwa']",['Amyhaven'],Sparks LLC,348519,824083,125
never241,3.6,['Jerry Lawson'],"['Brittany Harper', 'Diane Harper']","['Jerry Lawson', 'Marilyn Hayes', 'Jerry Lawson', 'Jerry Lawson']",Himself age reality.,"['Drama', 'Mystery', 'Historical']",2021-10-14,['Antarctica (the territory South of 60 deg S)'],['Fijian'],"['Kayleetown', 'West Scottbury', 'North Ashleychester']",Jones Group,308007,571383,176
theory147,5.4,['Mary Thompson'],"['Diane Harper', 'Angela Perry', 'Mary Thompson', 'Brittany Harper', 'Brittany Harper']","['Penny Joseph', 'Angela Perry', 'Mary Thompson', 'Diane Harper']",Key way decision watch personal law.,"['Animation', 'Adventure', 'Mystery']",1987-01-02,['Paraguay'],"['Fulah', 'Avaric', 'Chichewa']",['Hallport'],Lopez-Petersen,976603,600271,179
instead441,8.0,"['Marilyn Hayes', 'Lori Davis']","['Diane Harper', 'Lori Davis', 'William Burch', 'Penny Joseph']","['Lori Davis', 'Diane Harper']",Evening simple central firm.,"['Adventure', 'Sport']",1995-02-22,['New Caledonia'],['Urdu'],"['Michaelshire', 'Cranehaven', 'West Jesse', 'Michaelview', 'Lake Amy']",Douglas-Serrano,102998,959038,67
quickly170,5.9,"['Angela Perry', 'Marilyn Hayes']","['Melinda Flores', 'Mary Thompson', 'Diane Harper', 'Lori Davis']",['Angela Perry'],Create serious maintain.,"['Animation', 'Science Fiction (Sci-Fi)', 'Action', 'Animation']",1987-03-22,"['Honduras', 'Turkmenistan', 'Jamaica', 'Malawi']","['Tajik', 'Ojibwa', 'Samoan', 'Akan']","['Parkerton', 'Gabrielside', 'Port Sheryl', 'New Curtischester', 'North Kathleenchester']","Schneider, Lynn and Smith",809940,844319,67
many32,6.6,"['Diane Harper', 'Penny Joseph']","['William Burch', 'Diane Harper', 'Jerry Lawson']",['Brittany Harper'],Realize boy size morning.,"['Documentary', 'Musical', 'Mystery']",1971-03-20,"['Hungary', 'Guernsey', 'Ireland']",['Norwegian Nynorsk'],['Ortegaport'],Weaver-Mitchell,756671,272397,157
gun922,9.6,"['Penny Joseph', 'Lori Davis', 'Melinda Flores', 'Diane Harper', 'Marilyn Hayes']","['Brittany Harper', 'Penny Joseph', 'Lori Davis', 'Angela Perry']","['Mary Thompson', 'Brittany Harper']",Exactly federal down before time include.,"['Superhero', 'Biographical', 'Fantasy', 'Romance']",2019-12-10,['Poland'],"['Luxembourgish', 'Samoan', 'Turkmen', 'Xhosa', 'Abkhazian']","['Port James', 'West James', 'Joelburgh', 'Morrisshire']",Reese-Austin,229021,942678,157
effort496,7.6,"['Marilyn Hayes', 'Penny Joseph', 'Jerry Lawson']",['Jerry Lawson'],"['Marilyn Hayes', 'William Burch', 'Jerry Lawson', 'Angela Perry', 'Marilyn Hayes']",Save energy raise forward always.,['Science Fiction (Sci-Fi)'],1981-05-22,['Swaziland'],"['Macedonian', 'Tatar', 'Tswana']",['Reginaton'],Wu Ltd,965451,276959,83
home834,3.3,"['Diane Harper', 'Mary Thompson', 'Brittany Harper', 'Angela Perry']","['Mary Thompson', 'Lori Davis', 'Melinda Flores', 'Penny Joseph', 'Melinda Flores']","['Brittany Harper', 'Angela Perry', 'Penny Joseph']",Back leave dark friend.,"['Adventure', 'War', 'Western', 'Family']",2017-06-30,"['Azerbaijan', 'Seychelles', 'Haiti', 'Korea']","['Bosnian', 'Bashkir', 'Macedonian']",['South Pamela'],"Peterson, Decker and Nelson",236173,773508,113
government267,0.8,"['Brittany Harper', 'Lori Davis', 'Marilyn Hayes']",['Melinda Flores'],['Penny Joseph'],News oil national exist meet month night.,['War'],2009-02-01,"['Sweden', 'Serbia']","['Luxembourgish', 'Bosnian', 'Malagasy']","['Robertfort', 'West Richard']",Berry Ltd,668029,490424,81
