title,rating,director,writer,stars,storyline,genres,release_date,countries_of_origin,language,filming_locations,production_companies,budget,gross_worldwide,runtime
detail,6.4,"['Cindy Castillo', 'Theresa Greene', 'Nathan Wells']",['April Mitchell'],"['Theresa Greene', 'Theresa Greene', 'Mary Brown', 'Cindy Castillo', 'Cindy Castillo']",Building relate black everyone.,['Documentary'],1991-10-29,"['Malta', 'Nauru', 'Maldives', 'Iceland', 'Sudan']","['Uzbek', 'Danish']","['North Amanda', 'Mollyville', 'Lawsonburgh', 'West Danielside', 'South Melissaland']","Walker, Rodriguez and Chung",1178651,2905401,121
adult,8.7,"['April Mitchell', 'Mary Brown']","['Matthew Proctor', 'Theresa Greene', 'Nathan Wells', 'Theresa Greene', 'April Mitchell']",['Laurie Fitzpatrick'],Hotel magazine sing water.,"['Western', 'Comedy', 'Comedy', 'Family', 'Comedy']",1994-04-02,"['American Samoa', 'United States Minor Outlying Islands']","['Vietnamese', 'Wolof', 'Gaelic']","['New William', 'Martinezmouth', 'North Adamland']",Moore Inc,2021827,3657870,117
together,2.5,"['Laurie Fitzpatrick', 'Nathan Wells', 'Theresa Greene', 'Tina Perez', 'Mary Brown']","['Laurie Fitzpatrick', 'Nathan Wells']","['Nathan Wells', 'April Mitchell']",Fact participant during from miss president woman.,['War'],1972-05-19,"['Myanmar', 'Central African Republic', 'United Kingdom', 'Vanuatu', 'Norway']","['Zhuang', 'Avestan']","['West Denise', 'Jamesland', 'Port Gregory', 'New Crystal', 'North Masonstad']","Patel, Sandoval and Vance",4833418,4144969,105
everybody,5.6,"['Nathan Wells', 'Mary Brown']","['April Mitchell', 'April Mitchell']",['Alec Mcknight'],Pull relationship organization as image mind across.,"['Adventure', 'Historical', 'Adventure', 'Drama']",1976-01-14,"['Liechtenstein', 'Tokelau', 'Andorra', 'El Salvador']","['Uzbek', 'Oriya', 'Afrikaans', 'Guarani', 'Gujarati']",['Hinesland'],Sanchez and Sons,1936158,5169382,166
expert,2.2,['Nathan Wells'],['April Mitchell'],"['Cindy Castillo', 'Cindy Castillo', 'Cindy Castillo', 'Theresa Greene', 'April Mitchell']",Apply smile safe success election meeting paper.,"['Historical', 'Sport']",1985-05-25,['Maldives'],"['Church Slavic', 'Marathi', 'Abkhazian']","['East Savannah', 'North Teresafort', 'South Jennifer', 'Lake Bryanmouth', 'New Carrieland']",Miranda-Morris,2670748,2270480,147
that,1.1,"['April Mitchell', 'Nathan Wells']","['Theresa Greene', 'Tina Perez', 'Mary Brown', 'Matthew Proctor', 'Laurie Fitzpatrick']","['Mary Brown', 'Laurie Fitzpatrick', 'Mary Brown']",Without both particular home.,['Science Fiction (Sci-Fi)'],2015-05-11,"['Haiti', 'Turkey', 'Liechtenstein', 'Belarus']","['Quechua', 'Somali']",['Adamland'],"Middleton, Lopez and Stark",9747881,7213777,169
professional,2.9,"['Nathan Wells', 'Mary Brown', 'Mary Brown', 'Alec Mcknight']","['Tina Perez', 'April Mitchell', 'Tina Perez', 'Mary Brown']","['Laurie Fitzpatrick', 'Cindy Castillo', 'April Mitchell', 'Mary Brown', 'Theresa Greene']",Both two single.,"['Superhero', 'Historical', 'Drama', 'Animation']",1999-05-31,"['Micronesia', 'Malta', 'Norfolk Island']","['Faroese', 'Central Khmer', 'Malay', 'Albanian']","['Lake Jose', 'Destinyburgh', 'Jasonfort']",French-Kramer,5759407,8120944,151
expert,3.1,"['Laurie Fitzpatrick', 'Nathan Wells', 'Alec Mcknight', 'Tina Perez']","['Cindy Castillo', 'Laurie Fitzpatrick']","['April Mitchell', 'Cindy Castillo', 'Nathan Wells', 'Matthew Proctor', 'Teresa Mcfarland']",Pass through surface fund role several go.,"['Comedy', 'Romance', 'Horror']",1977-07-24,"['India', 'Saint Martin', 'Afghanistan']","['Tigrinya', 'Afar', 'Lao']","['Port Maria', 'Nicoleland', 'South Andre', 'Kevinport', 'Suzannemouth']",Stanley-Strong,119064,2592988,83
important,9.1,"['Theresa Greene', 'Nathan Wells', 'Matthew Proctor', 'Mary Brown', 'Cindy Castillo']","['Teresa Mcfarland', 'Mary Brown', 'Theresa Greene']","['Alec Mcknight', 'Theresa Greene', 'Teresa Mcfarland']",Customer side them whose.,"['Sport', 'Western', 'Animation', 'Superhero', 'Crime']",1993-06-20,['Slovakia (Slovak Republic)'],"['Fijian', 'Sindhi', 'Cree', 'Swati']",['West Mackenzie'],Butler-Haynes,3663120,397507,165
fact,4.0,['Teresa Mcfarland'],"['Alec Mcknight', 'Mary Brown', 'Laurie Fitzpatrick', 'Tina Perez', 'Theresa Greene']",['April Mitchell'],Could win film go change.,"['Western', 'Crime', 'Science Fiction (Sci-Fi)', 'Action', 'Mystery']",2019-04-28,['Uzbekistan'],"['Finnish', 'Turkmen', 'Georgian', 'French']",['Fischerfurt'],Wolfe Group,2867819,7252243,142
difficult,9.6,"['April Mitchell', 'Mary Brown', 'April Mitchell', 'Tina Perez']",['April Mitchell'],"['Matthew Proctor', 'Alec Mcknight', 'Cindy Castillo']",Project remember think ever across dinner senior.,"['Adventure', 'Animation']",2010-04-27,"['Turks and Caicos Islands', 'Poland', 'Guernsey']","['Interlingua', 'Galician', 'Ganda', 'Sichuan Yi']","['South Matthewville', 'Johnstad', 'Josefort']",Stein Ltd,2934602,2636114,76
history,1.6,"['Nathan Wells', 'Matthew Proctor', 'April Mitchell', 'Matthew Proctor', 'April Mitchell']","['Mary Brown', 'April Mitchell', 'Nathan Wells']","['Tina Perez', 'Teresa Mcfarland', 'Laurie Fitzpatrick', 'Mary Brown', 'April Mitchell']",Through build treatment wish despite important partner.,"['Horror', 'Animation', 'Romance', 'Comedy']",2012-07-18,"['Honduras', 'New Caledonia', 'Thailand', 'Paraguay', 'British Indian Ocean Territory (Chagos Archipelago)']","['Sango', 'Bengali', 'Czech']","['Lake Baileyburgh', 'West Jessicaside', 'Colleenville', 'West Williambury', 'Lake Cynthiachester']","Wagner, Cole and Taylor",7454682,6848173,176
research,0.6,['Tina Perez'],"['Nathan Wells', 'Laurie Fitzpatrick']","['Alec Mcknight', 'Cindy Castillo']",Item bad show dinner far.,['Mystery'],1976-09-16,['Mayotte'],"['Inuktitut', 'Quechua', 'Tamil']","['West Anthonyville', 'Port Cole']",Richardson-Wong,2179850,3629072,177
professor,4.9,"['Teresa Mcfarland', 'Nathan Wells', 'Teresa Mcfarland']",['Theresa Greene'],"['Teresa Mcfarland', 'Cindy Castillo']",Sometimes event find news owner.,"['Family', 'Fantasy', 'Action', 'Family']",1996-06-25,"['Botswana', 'Sao Tome and Principe']",['Walloon'],['Lake Arthurview'],"Ellis, Perez and Graham",3334355,2400528,109
shake,7.4,"['Cindy Castillo', 'Matthew Proctor', 'Laurie Fitzpatrick']",['Mary Brown'],"['Cindy Castillo', 'Cindy Castillo', 'Matthew Proctor', 'Alec Mcknight', 'Tina Perez']",Quality cell work sure.,"['Crime', 'Animation', 'Superhero', 'Drama']",1988-03-02,"[""Lao People's Democratic Republic""]",['Kikuyu'],['Williamston'],"Dillon, Conley and Wang",8076794,3481506,74
perhaps,9.4,"['Teresa Mcfarland', 'Matthew Proctor', 'Nathan Wells', 'Alec Mcknight']",['Cindy Castillo'],"['April Mitchell', 'Theresa Greene', 'Alec Mcknight']",Watch near black I drug future.,"['Romance', 'Horror']",2002-12-12,['United States Virgin Islands'],"['Urdu', 'Vietnamese']",['East Duane'],House LLC,3895716,6921334,128
wear,3.0,"['Mary Brown', 'Laurie Fitzpatrick', 'Mary Brown', 'Cindy Castillo', 'Theresa Greene']","['Teresa Mcfarland', 'Teresa Mcfarland', 'April Mitchell', 'Mary Brown']","['Theresa Greene', 'Theresa Greene']",Dark development moment many.,"['Adventure', 'Biographical']",1985-11-17,['Swaziland'],"['Ewe', 'Kashmiri', 'Basque']","['New Christopherborough', 'Floresview', 'Marystad']",Serrano and Sons,4557606,9562847,107
grow,4.9,"['Teresa Mcfarland', 'Teresa Mcfarland', 'Theresa Greene', 'Theresa Greene']","['Cindy Castillo', 'Tina Perez', 'Theresa Greene', 'Teresa Mcfarland']","['Tina Perez', 'Laurie Fitzpatrick']",Society collection direction put.,"['War', 'Thriller', 'Comedy']",2021-11-18,['Dominican Republic'],"['Sanskrit', 'Sanskrit']",['Shawnport'],"Campos, Adkins and Smith",8529471,8545901,151
add,3.4,"['Mary Brown', 'Laurie Fitzpatrick']",['Theresa Greene'],"['Theresa Greene', 'Laurie Fitzpatrick', 'Mary Brown', 'Teresa Mcfarland', 'Nathan Wells']",Into door claim time factor.,"['Crime', 'Romance', 'Thriller']",1979-01-15,"['Martinique', 'El Salvador', 'Cambodia']","['Italian', 'Church Slavic', 'Ganda', 'Komi']","['Lovestad', 'Nicholschester']",Meyer and Sons,2138267,9851009,168
recent,3.0,"['Nathan Wells', 'Theresa Greene', 'Laurie Fitzpatrick', 'Tina Perez']","['Teresa Mcfarland', 'Nathan Wells', 'Matthew Proctor', 'Matthew Proctor', 'Alec Mcknight']","['April Mitchell', 'Mary Brown']",Hospital part west player thus north.,"['Crime', 'Crime']",1986-04-11,"['France', 'Sierra Leone']","['Wolof', 'Maori', 'Panjabi', 'Venda']","['West Kathy', 'Robertsport', 'New Joshuamouth', 'Port Jamesview']",Medina-Haynes,6698897,9204226,179
hospital,6.9,"['Teresa Mcfarland', 'Tina Perez']",['Cindy Castillo'],"['April Mitchell', 'Mary Brown']",Health head game generation.,"['Biographical', 'Comedy', 'Documentary']",2011-07-12,"['Syrian Arab Republic', 'North Macedonia', 'British Indian Ocean Territory (Chagos Archipelago)', 'Israel', 'Iceland']","['Tajik', 'Afrikaans']","['Riverafurt', 'Meyerstad']",Turner-Conley,5087567,8448765,98
charge,7.5,"['Mary Brown', 'Cindy Castillo', 'Mary Brown']","['Tina Perez', 'Alec Mcknight', 'Mary Brown', 'Tina Perez']","['Tina Perez', 'Cindy Castillo', 'Laurie Fitzpatrick']",House anyone rich science identify tough seem.,"['Fantasy', 'Animation', 'Comedy', 'Thriller', 'Western']",1974-07-09,"['Egypt', 'New Zealand']",['Kazakh'],"['New Johnnyburgh', 'South Stevenstad', 'Lake Christina', 'Penastad', 'East Kyle']",King Group,3803383,775495,126
theory,2.6,"['Nathan Wells', 'Teresa Mcfarland', 'Matthew Proctor', 'Matthew Proctor', 'Theresa Greene']","['Matthew Proctor', 'Theresa Greene', 'Matthew Proctor']","['Theresa Greene', 'Theresa Greene']",Guess quality authority people force.,"['Comedy', 'Biographical', 'Historical', 'Historical']",2014-12-23,"['Morocco', ""Lao People's Democratic Republic"", 'Greenland']","['Tahitian', 'Portuguese', 'Oriya', 'Uzbek', 'Urdu']","['Lopeztown', 'South Paul', 'Port Joseph', 'Justinbury', 'Robinmouth']",Levy-Gray,6683874,1316842,67
future,5.5,"['Theresa Greene', 'Tina Perez', 'Matthew Proctor', 'April Mitchell']","['Cindy Castillo', 'Theresa Greene']","['Laurie Fitzpatrick', 'Teresa Mcfarland']",Clear defense business off.,"['Superhero', 'War', 'Documentary']",2012-07-16,['Kenya'],"['Dutch', 'Kanuri', 'Luxembourgish', 'Kinyarwanda', 'Central Khmer']","['Davidsonhaven', 'New Justinchester', 'Holtstad', 'Lake Douglasfort', 'Martinezland']","Reynolds, Rodriguez and Stein",9809635,2589723,109
house,2.3,"['Matthew Proctor', 'Theresa Greene']","['Matthew Proctor', 'Nathan Wells', 'Matthew Proctor']","['Cindy Castillo', 'Tina Perez', 'Laurie Fitzpatrick', 'April Mitchell']",Six tax economy.,"['Historical', 'Documentary', 'Science Fiction (Sci-Fi)']",2012-09-11,"['Myanmar', 'North Macedonia', 'Yemen', 'Gibraltar', 'Egypt']","['Aragonese', 'Sindhi']","['New Christopherborough', 'South Lisafort', 'East Mike', 'Lake Jenniferville']",Hernandez-Walker,6159949,487004,66
image,5.1,"['April Mitchell', 'Tina Perez', 'Mary Brown', 'Matthew Proctor', 'Matthew Proctor']","['Mary Brown', 'Matthew Proctor']","['Cindy Castillo', 'April Mitchell', 'Tina Perez', 'Matthew Proctor', 'Laurie Fitzpatrick']",Participant from wide exactly never Mr south candidate.,"['Science Fiction (Sci-Fi)', 'Historical']",1987-07-08,"['Bangladesh', 'South Africa', 'Nepal']",['Greek'],"['Lake Amandaton', 'New Catherinebury', 'West Leslie', 'Clarkmouth', 'Port Katieside']",Greene-Green,8831970,660334,132
south,3.6,"['Alec Mcknight', 'Mary Brown', 'April Mitchell', 'April Mitchell']","['April Mitchell', 'Laurie Fitzpatrick', 'Alec Mcknight', 'Tina Perez']","['Alec Mcknight', 'Teresa Mcfarland', 'Teresa Mcfarland', 'Matthew Proctor']",Enough realize on thousand institution red writer.,"['Musical', 'Musical', 'Thriller']",1994-02-24,['Sweden'],['Slovenian'],['East Roy'],"Johnson, Castro and Davis",3850019,3007440,144
nothing,4.0,['Tina Perez'],"['Laurie Fitzpatrick', 'Mary Brown', 'Tina Perez']",['Laurie Fitzpatrick'],Feeling career ground less political step.,"['Action', 'Family']",1975-02-27,"['Uruguay', 'Central African Republic', 'Faroe Islands']","['Uzbek', 'Uighur']","['North Megan', 'Port Williamfort', 'Adamsfort', 'North Ryanland']",Vaughn and Sons,1951430,6445184,134
million,8.1,"['Theresa Greene', 'Nathan Wells', 'Nathan Wells', 'Teresa Mcfarland']","['Matthew Proctor', 'Laurie Fitzpatrick']","['Teresa Mcfarland', 'Matthew Proctor', 'Teresa Mcfarland']",Town truth message where her tend economy mouth.,"['Sport', 'Thriller', 'Family']",2020-05-23,"['Iceland', 'Saint Martin', 'Albania', 'Svalbard & Jan Mayen Islands', 'Western Sahara']","['Belarusian', 'Latvian']","['Port Antonio', 'North Mirandabury']",Dickerson-Calderon,2466630,7213771,141
reflect,1.6,"['Matthew Proctor', 'Theresa Greene', 'Cindy Castillo', 'Theresa Greene', 'Theresa Greene']","['April Mitchell', 'Teresa Mcfarland', 'Cindy Castillo', 'Nathan Wells', 'Tina Perez']","['Matthew Proctor', 'Teresa Mcfarland', 'Alec Mcknight', 'Matthew Proctor']",Suffer professor blue situation fund.,"['Thriller', 'Crime', 'Adventure']",1980-12-09,"['Burkina Faso', 'Saint Martin', 'San Marino', 'Latvia']","['Telugu', 'Church Slavic', 'Turkish']","['South Anthonyshire', 'Edwardfurt']",Walters-Davis,2882198,8565956,111
major,3.3,"['Laurie Fitzpatrick', 'April Mitchell']","['Mary Brown', 'Tina Perez', 'Mary Brown', 'Cindy Castillo']","['Mary Brown', 'Alec Mcknight', 'Cindy Castillo']",There example everybody piece perhaps rest.,"['Mystery', 'Superhero']",2019-11-08,"['Ghana', 'Madagascar', 'Ireland', 'Honduras']","['Slovak', 'Kurdish', 'Oromo', 'Malagasy']","['Andreaview', 'Lake Nathan', 'Whiteheadville', 'Kennethhaven', 'Lake Cassandrabury']",Page-Banks,6962909,8675320,70
PM,0.7,"['Theresa Greene', 'Laurie Fitzpatrick']","['Theresa Greene', 'April Mitchell', 'April Mitchell', 'Theresa Greene', 'April Mitchell']","['Tina Perez', 'Mary Brown', 'April Mitchell', 'Tina Perez']",Ten also beat side ahead.,"['Documentary', 'Sport', 'Thriller', 'Western']",2015-05-27,"['Paraguay', 'Guernsey']",['Northern Sami'],"['Anthonyborough', 'Lake Jamiechester']","Potter, Jones and Gordon",9203081,6507718,72
different,7.4,['Theresa Greene'],"['Matthew Proctor', 'Teresa Mcfarland']","['Theresa Greene', 'Theresa Greene', 'Tina Perez', 'Teresa Mcfarland']",High member accept collection partner budget.,"['Crime', 'Drama', 'Thriller', 'Musical']",1998-11-04,"['Italy', 'Romania']","['Catalan', 'Afrikaans', 'Chamorro', 'Czech', 'Central Khmer']",['Tiffanyland'],Banks and Sons,4661340,6908805,78
fast,7.7,['Theresa Greene'],"['Matthew Proctor', 'Matthew Proctor']","['Theresa Greene', 'Laurie Fitzpatrick']",But natural late already pull.,"['War', 'Superhero', 'Comedy', 'Family', 'Documentary']",1994-12-09,"['Yemen', 'Aruba']",['Quechua'],"['West Josechester', 'South Rickychester', 'Danielview', 'Baileyfurt']",Espinoza Ltd,9438295,4323826,160
player,3.9,['Laurie Fitzpatrick'],"['Mary Brown', 'April Mitchell', 'Matthew Proctor']",['April Mitchell'],Land turn admit analysis management nice.,"['Historical', 'Drama', 'Science Fiction (Sci-Fi)', 'Romance', 'Fantasy']",2014-07-07,"['Sudan', 'Zambia', 'Sao Tome and Principe', 'Libyan Arab Jamahiriya']","['Kazakh', 'Kuanyama', 'Luxembourgish']","['Chavezburgh', 'East Katrina', 'Jackport']",Jones Inc,4227063,1261608,84
time,9.1,"['Mary Brown', 'Theresa Greene']","['Tina Perez', 'Theresa Greene', 'Laurie Fitzpatrick']","['Mary Brown', 'Teresa Mcfarland', 'April Mitchell']",Country middle long each something past.,"['Historical', 'Romance', 'Drama']",1982-01-22,['Jamaica'],"['Yoruba', 'Ossetian', 'Slovak']","['South Regina', 'Hernandezside', 'Sophialand']","Jones, Smith and Franklin",1710854,6617101,70
finally,7.6,['Teresa Mcfarland'],"['Tina Perez', 'Matthew Proctor', 'April Mitchell', 'Teresa Mcfarland']",['April Mitchell'],Mrs experience hotel education explain never create.,"['War', 'Documentary', 'Crime', 'Superhero', 'Science Fiction (Sci-Fi)']",2023-03-08,"['Congo', 'Zimbabwe', 'Central African Republic']","['Arabic', 'Irish']","['Austinburgh', 'Christinachester', 'Lake Steve', 'East Robin', 'West Rebekah']",Price-Larson,5603466,8133538,177
coach,0.5,['Matthew Proctor'],"['Alec Mcknight', 'Nathan Wells', 'April Mitchell', 'Theresa Greene']",['Cindy Castillo'],Himself according between business Mr.,"['Mystery', 'Fantasy', 'Animation']",1978-09-13,"['Uzbekistan', 'New Caledonia', 'Saint Helena', 'Ukraine', 'Korea']","['Bashkir', 'North Ndebele', 'Malayalam', 'Icelandic']","['Stevensstad', 'Shanehaven', 'Jordanshire', 'Parkermouth', 'Brandonberg']",Hawkins Ltd,4168258,4876981,110
environment,8.0,"['Cindy Castillo', 'Tina Perez', 'Mary Brown', 'April Mitchell', 'Alec Mcknight']","['Nathan Wells', 'Mary Brown', 'Alec Mcknight']","['Matthew Proctor', 'Theresa Greene', 'Teresa Mcfarland', 'Tina Perez']",Blue thought bar lay national.,"['Comedy', 'Horror', 'Adventure']",2017-12-30,"['Venezuela', 'Morocco', 'Philippines', 'French Polynesia', 'Lesotho']","['Samoan', 'Marshallese']","['Carlosberg', 'New Kellyshire', 'New Emmahaven', 'North Tiffany', 'Fergusonport']","Carter, Holden and Torres",6955268,1610069,92
less,5.2,"['Tina Perez', 'Laurie Fitzpatrick', 'Teresa Mcfarland', 'Cindy Castillo']","['Matthew Proctor', 'Theresa Greene']","['Mary Brown', 'Theresa Greene', 'Theresa Greene']",Range huge important treatment community say.,"['Thriller', 'Horror']",1985-02-27,"['Morocco', 'Haiti']","['Zulu', 'Sanskrit', 'Shona', 'Latvian', 'Georgian']","['Clarktown', 'Port Nicholas', 'Richardborough']",Kerr PLC,565042,8863307,114
sell,9.2,"['Nathan Wells', 'Teresa Mcfarland', 'Tina Perez', 'Cindy Castillo']","['Nathan Wells', 'Alec Mcknight', 'Mary Brown']","['Teresa Mcfarland', 'April Mitchell']",Agent gas third think wind.,"['Mystery', 'Family', 'Adventure']",1983-07-11,"['Tanzania', 'Belarus', 'Falkland Islands (Malvinas)', 'Latvia']","['Tahitian', 'Nauru', 'Danish', 'Limburgan', 'Aragonese']","['Lake Anna', 'South Brianbury', 'Port Kathyfort', 'Davistown', 'Mcphersonshire']",Smith Inc,3318937,4602104,112
small,8.7,"['Mary Brown', 'Matthew Proctor', 'Teresa Mcfarland']","['April Mitchell', 'Matthew Proctor']","['Cindy Castillo', 'Mary Brown']",Language both ball never summer.,['Fantasy'],1982-10-07,['Nicaragua'],['English'],"['Lake Sarah', 'Lake Zachary', 'North Brian']",Benson-Morris,8973754,5612548,67
year,0.3,['Mary Brown'],['April Mitchell'],"['April Mitchell', 'Cindy Castillo', 'Cindy Castillo', 'Laurie Fitzpatrick']",Other town language sometimes process.,"['Mystery', 'Superhero', 'Thriller', 'Horror']",2001-11-20,"['Burundi', 'China', 'Angola']",['Turkish'],"['Francisberg', 'Melindastad', 'Ricemouth', 'Garrettfort', 'Jonesstad']",Mitchell-Gray,838321,2307407,75
hair,7.4,"['Nathan Wells', 'April Mitchell', 'Theresa Greene', 'Theresa Greene']",['Laurie Fitzpatrick'],['April Mitchell'],Television final wide good.,"['War', 'Crime', 'Crime', 'Horror', 'Fantasy']",2012-12-24,"['Liechtenstein', 'Taiwan', 'Jersey']","['Manx', 'Inuktitut', 'Mongolian', 'Panjabi']","['Lake Aprilchester', 'Rogersfurt', 'Lake Kevin', 'Barkertown', 'North Connie']",Stewart-Knox,5679250,2820905,113
event,4.2,"['Nathan Wells', 'Teresa Mcfarland', 'Mary Brown', 'Cindy Castillo']","['Alec Mcknight', 'Mary Brown', 'Matthew Proctor', 'Teresa Mcfarland', 'Mary Brown']","['Tina Perez', 'Matthew Proctor', 'Laurie Fitzpatrick']",Drug citizen group six of PM agreement.,"['Horror', 'Drama', 'Documentary', 'Romance']",2013-11-09,"['Guatemala', 'Mauritius', 'Serbia']","['South Ndebele', 'Greek', 'Swahili', 'Greek']","['Josephmouth', 'Vincenthaven']",Edwards-James,4431983,3557941,87
agreement,3.4,"['Teresa Mcfarland', 'Tina Perez', 'Mary Brown']","['Cindy Castillo', 'Nathan Wells']","['Tina Perez', 'Teresa Mcfarland']",Almost for must fight off.,"['Mystery', 'Thriller', 'Horror']",2019-04-25,['Kazakhstan'],"['Sango', 'Aragonese', 'Hebrew', 'Sotho, Southern', 'Javanese']","['Sullivanbury', 'East Angelamouth']",Stout-Bennett,7074273,5720667,62
ahead,8.9,['Theresa Greene'],"['Teresa Mcfarland', 'Theresa Greene', 'Theresa Greene', 'Nathan Wells']","['Teresa Mcfarland', 'Alec Mcknight']",Single six industry avoid.,"['Science Fiction (Sci-Fi)', 'Sport', 'Sport', 'Superhero', 'War']",2000-11-23,"['Nigeria', 'Ghana', 'Guatemala', 'Slovenia']",['Hungarian'],['Port Markhaven'],Lewis-Allen,2407489,2133882,86
no,5.0,['Laurie Fitzpatrick'],"['Laurie Fitzpatrick', 'Tina Perez']","['Cindy Castillo', 'Alec Mcknight']",Bed consumer tell artist really fact.,"['Crime', 'Action', 'Fantasy']",1988-05-06,"['Albania', 'Bosnia and Herzegovina', 'Korea', 'Angola', 'Belarus']","['Yiddish', 'Vietnamese', 'Ndonga', 'Igbo', 'Walloon']",['East Keith'],King Group,7068551,9548045,132
draw,7.1,['Cindy Castillo'],"['Alec Mcknight', 'Teresa Mcfarland', 'Alec Mcknight', 'Matthew Proctor']",['Laurie Fitzpatrick'],Pull much cause green my fast while.,"['Fantasy', 'Adventure']",1997-01-10,['Georgia'],"['Tahitian', 'Lingala']","['Carmenstad', 'Port Kiara']","Castro, Ramirez and Orozco",4479654,2633757,112
