title,rating,director,writer,stars,storyline,genres,release_date,countries_of_origin,language,filming_locations,production_companies,budget,gross_worldwide,runtime
leader895,4.1,['Stephen Rodriguez'],"['Jenna Fowler', 'Adrian Franklin', 'Christina Kelley']","['Vanessa Petersen', 'Christina Kelley', 'Jenna Fowler', 'Robert Fox']",Safe over ask article each take consumer.,"['Western', 'Fantasy', 'Science Fiction (Sci-Fi)', 'Family']",1989-01-17,"['Taiwan', 'Mongolia', 'Tokelau', 'Uganda']","['Assamese', 'Japanese', 'Avaric', 'Swahili', 'Kikuyu']",['Hannahshire'],"Walker, Carroll and Welch",532458,701505,85
raise610,9.6,"['Adrian Franklin', 'Adrian Franklin', 'Vanessa Petersen']","['Adrian Franklin', 'Daniel Watts']","['Christina Kelley', 'Laura Phillips']",Share old hear situation.,"['Mystery', 'Sport', 'Crime']",1987-09-13,['Jersey'],"['Interlingua', 'Hebrew']","['East Kristinemouth', 'Conwayshire']",Guerrero Inc,601994,626215,108
cut734,3.4,"['Karen Hamilton', 'Christina Kelley', 'Stephen Rodriguez']","['Laura Phillips', 'Daniel Watts', 'Adrian Franklin', 'Vanessa Petersen']","['Chelsea Stein', 'Adrian Franklin', 'Adrian Franklin', 'Vanessa Petersen', 'Jenna Fowler']",Meet born culture try single crime.,"['Biographical', 'Superhero', 'Sport']",1999-11-10,"['Japan', 'Pitcairn Islands', 'Australia']",['Galician'],"['Port Roger', 'West James', 'New Cynthiashire', 'Christinaside', 'Kevinshire']",Parker-Cortez,267867,295107,162
ball587,8.3,"['Christina Kelley', 'Robert Fox', 'Chelsea Stein', 'Stephen Rodriguez', 'Karen Hamilton']","['Laura Phillips', 'Adrian Franklin', 'Stephen Rodriguez', 'Christina Kelley', 'Jenna Fowler']","['Christina Kelley', 'Vanessa Petersen']",Focus mean down sit owner argue.,['Thriller'],2017-09-18,"['Sri Lanka', 'Somalia', 'Bhutan']","['Urdu', 'Central Khmer', 'Cree', 'Avestan']",['Thompsontown'],"Kennedy, Dixon and Garcia",459658,243886,67
hit79,7.3,"['Chelsea Stein', 'Christina Kelley']",['Karen Hamilton'],['Jenna Fowler'],Decide single perform story.,"['Adventure', 'Documentary', 'Comedy', 'Drama']",2002-03-03,"['French Guiana', 'Ghana']","['Indonesian', 'Marathi', 'Slovenian']",['New Melissafurt'],Stanley-Walker,243279,388597,146
ask661,2.3,['Vanessa Petersen'],"['Chelsea Stein', 'Robert Fox']","['Chelsea Stein', 'Daniel Watts', 'Karen Hamilton', 'Jenna Fowler', 'Laura Phillips']",Natural economy money before process machine experience.,['Biographical'],1974-07-14,"['Martinique', 'Spain']",['Telugu'],"['Port Curtisberg', 'North Sylviastad', 'Aaronside', 'East Kristina', 'New Daniel']",Noble-Mullen,810292,188730,65
someone140,2.2,"['Robert Fox', 'Adrian Franklin', 'Jenna Fowler']","['Robert Fox', 'Adrian Franklin']","['Jenna Fowler', 'Chelsea Stein', 'Christina Kelley']",See hospital memory recent necessary never plan could.,"['Musical', 'Comedy', 'Family', 'Comedy']",2004-10-15,"['Iraq', 'Ghana', 'Austria', 'Pitcairn Islands', 'Spain']","['Uighur', 'Tibetan', 'Ido', 'Igbo', 'Amharic']","['Lake Sarahside', 'New Annland']","Walker, Patterson and Frazier",609828,286485,106
yard421,9.1,"['Laura Phillips', 'Karen Hamilton', 'Robert Fox']","['Laura Phillips', 'Robert Fox', 'Christina Kelley']","['Laura Phillips', 'Karen Hamilton']",High study hear third art.,"['Biographical', 'Comedy', 'War', 'Horror']",1990-09-21,"['Thailand', 'Lithuania', 'Samoa', 'Saint Pierre and Miquelon', 'United Kingdom']",['Icelandic'],"['Christinashire', 'West John', 'Lake Kelsey']","Fisher, Watson and Chambers",386704,319746,118
with585,2.2,['Christina Kelley'],"['Christina Kelley', 'Robert Fox', 'Adrian Franklin', 'Vanessa Petersen', 'Adrian Franklin']",['Jenna Fowler'],Partner green hear within business lot customer economy.,"['Science Fiction (Sci-Fi)', 'War', 'Historical', 'Science Fiction (Sci-Fi)', 'Mystery']",2003-09-14,"['Turks and Caicos Islands', 'Chad', 'Sweden']","['Somali', 'Kazakh']",['West Randallburgh'],Hoffman and Sons,923270,544048,110
money592,1.4,"['Chelsea Stein', 'Christina Kelley', 'Chelsea Stein', 'Chelsea Stein']","['Laura Phillips', 'Stephen Rodriguez', 'Karen Hamilton', 'Jenna Fowler', 'Chelsea Stein']","['Jenna Fowler', 'Adrian Franklin', 'Chelsea Stein']",At effort student.,"['Superhero', 'Horror']",2014-11-03,"['Uzbekistan', 'Malta']","['Twi', 'Macedonian', 'Arabic', 'Pali']","['Hamiltonside', 'North Tonyatown']","Carrillo, Davidson and Butler",246786,152615,66
always179,9.5,['Christina Kelley'],"['Stephen Rodriguez', 'Adrian Franklin', 'Daniel Watts', 'Jenna Fowler']","['Stephen Rodriguez', 'Karen Hamilton']",Conference bad line market.,"['Action', 'Sport', 'Biographical', 'Crime', 'Biographical']",2012-03-18,"['French Southern Territories', 'Eritrea', 'Thailand', 'Mauritius']","['Ndonga', 'Cree', 'Gujarati']","['Port Peterfurt', 'West Olivia']","Prince, Johnson and Blair",800513,473957,142
tonight215,0.0,"['Daniel Watts', 'Jenna Fowler']","['Adrian Franklin', 'Chelsea Stein', 'Laura Phillips', 'Jenna Fowler', 'Stephen Rodriguez']","['Laura Phillips', 'Adrian Franklin', 'Adrian Franklin', 'Vanessa Petersen', 'Adrian Franklin']",News green woman international reduce heavy drug you.,"['Family', 'Family', 'Comedy', 'Horror']",2020-11-07,"['Falkland Islands (Malvinas)', 'Suriname', 'Equatorial Guinea', 'Guinea', 'French Guiana']","['Dutch', 'Irish']","['Smithland', 'Juanfurt', 'Christopherborough', 'North Maliktown', 'North Robin']",Davis Inc,134810,202407,158
field607,6.7,"['Vanessa Petersen', 'Jenna Fowler', 'Stephen Rodriguez', 'Vanessa Petersen', 'Stephen Rodriguez']","['Chelsea Stein', 'Christina Kelley', 'Christina Kelley', 'Christina Kelley', 'Daniel Watts']","['Stephen Rodriguez', 'Daniel Watts', 'Chelsea Stein']",Participant language miss partner sometimes cup.,['Adventure'],1992-06-02,"['Korea', 'Senegal', 'Trinidad and Tobago', 'Kenya', 'Reunion']","['Uighur', 'Thai', 'Chuvash', 'Portuguese']","['Reevesstad', 'East Jonathan', 'Milesmouth', 'Christopherfort', 'East Erika']","Perkins, Morales and Gutierrez",707533,813947,164
the943,6.7,"['Stephen Rodriguez', 'Vanessa Petersen', 'Karen Hamilton', 'Laura Phillips']","['Karen Hamilton', 'Adrian Franklin']","['Daniel Watts', 'Jenna Fowler', 'Vanessa Petersen', 'Daniel Watts', 'Adrian Franklin']",Win nice memory itself they group organization.,"['Documentary', 'Drama']",1976-02-04,"['Albania', 'Slovakia (Slovak Republic)', 'Palau']",['Shona'],"['Lake Kelly', 'South Elizabethbury', 'East Randy', 'North Lauraberg']","Compton, Flores and Johnson",140526,974294,118
current272,4.4,"['Karen Hamilton', 'Robert Fox', 'Chelsea Stein', 'Christina Kelley', 'Daniel Watts']","['Chelsea Stein', 'Chelsea Stein', 'Karen Hamilton', 'Christina Kelley', 'Robert Fox']","['Christina Kelley', 'Chelsea Stein', 'Robert Fox']",Option campaign behavior game trouble.,['Sport'],1970-04-07,['Philippines'],['Luba-Katanga'],"['East Madeline', 'East Philip', 'Dustinshire', 'Brookeview', 'West Daniel']",Stewart-Wood,359687,771566,163
house751,2.0,['Jenna Fowler'],"['Robert Fox', 'Chelsea Stein', 'Laura Phillips', 'Jenna Fowler']",['Karen Hamilton'],Maintain popular become always other its tend.,"['Documentary', 'Horror']",2014-07-05,"['Vietnam', 'Vietnam']","['Kazakh', 'Malay', 'Cornish', 'Marshallese', 'English']","['Kimberlyhaven', 'New Teresastad']","Hayes, Rivas and Brown",547694,118632,88
total976,8.0,"['Karen Hamilton', 'Laura Phillips', 'Robert Fox', 'Robert Fox', 'Laura Phillips']","['Vanessa Petersen', 'Robert Fox']",['Karen Hamilton'],Common drug example reduce suggest customer forward.,"['Biographical', 'Western', 'Drama', 'Horror', 'Animation']",2005-01-09,"['Austria', 'Nauru', 'India', 'Zambia']","['Chichewa', 'Northern Sami', 'Walloon', 'Akan']","['New Melanie', 'Kennethmouth', 'East Brian']","Marks, Rodriguez and Walton",651203,157944,171
then144,8.9,"['Robert Fox', 'Laura Phillips', 'Laura Phillips', 'Chelsea Stein', 'Karen Hamilton']",['Christina Kelley'],"['Daniel Watts', 'Robert Fox']",Attorney people value.,['Action'],2013-02-22,"['Hong Kong', 'Malawi', 'Guinea-Bissau']","['Sotho, Southern']","['Petersenborough', 'New Bobshire', 'Lake Nathanberg']","Knight, Lamb and Molina",697427,776165,155
try391,2.7,"['Karen Hamilton', 'Jenna Fowler', 'Chelsea Stein']","['Daniel Watts', 'Laura Phillips', 'Christina Kelley']",['Stephen Rodriguez'],Also water stand center guess never.,"['Western', 'Fantasy', 'Thriller']",2010-02-28,"['United States Virgin Islands', 'Faroe Islands']","['Western Frisian', 'Nepali', 'Sundanese', 'Bosnian']","['Lake Samanthaside', 'Lisaland', 'Melissaton', 'Pamelaborough']",Perkins Ltd,836604,982625,146
group197,6.9,"['Karen Hamilton', 'Vanessa Petersen']","['Robert Fox', 'Karen Hamilton', 'Karen Hamilton', 'Stephen Rodriguez', 'Laura Phillips']","['Adrian Franklin', 'Christina Kelley']",Among usually short plant.,['Science Fiction (Sci-Fi)'],1995-03-05,['Western Sahara'],"['Indonesian', 'Kannada', 'Sardinian', 'Divehi']",['West Samanthaside'],Ruiz Group,211970,947723,117
run762,6.1,"['Stephen Rodriguez', 'Jenna Fowler', 'Jenna Fowler', 'Adrian Franklin']","['Robert Fox', 'Laura Phillips', 'Vanessa Petersen']","['Daniel Watts', 'Jenna Fowler', 'Karen Hamilton']",Federal game star.,"['War', 'Horror', 'Comedy', 'Action', 'Comedy']",1980-01-29,"['Turks and Caicos Islands', 'Svalbard & Jan Mayen Islands', 'France', 'Martinique', 'Denmark']","['Kirghiz', 'Macedonian', 'Georgian']",['Ashleyland'],Contreras-Robinson,762214,826046,150
change991,3.3,"['Vanessa Petersen', 'Stephen Rodriguez']",['Karen Hamilton'],"['Jenna Fowler', 'Karen Hamilton', 'Laura Phillips', 'Laura Phillips']",Fear either police.,"['Biographical', 'Animation']",1970-03-09,"['Ukraine', 'Georgia', 'Sierra Leone']","['Kannada', 'Abkhazian', 'Xhosa', 'Sango', 'Cornish']",['South Aaron'],"Brown, Rice and Wilson",782249,242097,99
shake784,9.2,"['Laura Phillips', 'Daniel Watts']",['Chelsea Stein'],"['Laura Phillips', 'Laura Phillips', 'Daniel Watts', 'Christina Kelley', 'Vanessa Petersen']",Yes than management brother meet something everybody.,"['Crime', 'Crime']",2003-08-18,"['Tokelau', 'Solomon Islands', 'Italy']","['Estonian', 'Sotho, Southern']","['West Bradleybury', 'Gomezport', 'Lake Alexandrafort', 'Shelbymouth']","Ochoa, Morgan and Ward",320567,680004,180
show861,3.7,"['Adrian Franklin', 'Daniel Watts', 'Karen Hamilton', 'Robert Fox']","['Chelsea Stein', 'Daniel Watts', 'Stephen Rodriguez', 'Laura Phillips', 'Vanessa Petersen']",['Laura Phillips'],Situation help else boy which here.,"['Drama', 'Western', 'Thriller']",2011-08-31,"['Egypt', 'Israel', 'Mauritius', 'Angola', 'Guyana']","['Irish', 'Uzbek', 'Chamorro', 'Ojibwa', 'Gaelic']",['Ginaland'],"Garcia, Dennis and Jackson",108615,533204,123
list694,7.6,"['Karen Hamilton', 'Karen Hamilton', 'Stephen Rodriguez', 'Laura Phillips']",['Christina Kelley'],"['Daniel Watts', 'Vanessa Petersen', 'Daniel Watts', 'Robert Fox']",Represent car standard talk draw share your reality.,"['Biographical', 'Documentary', 'Thriller', 'Animation', 'Mystery']",1976-06-05,"['Turks and Caicos Islands', 'Dominican Republic']","['Swedish', 'Kashmiri', 'Zulu', 'Latvian', 'Uzbek']","['Lake Lisamouth', 'South Jeremy', 'Mauricefort', 'Thomasport', 'Flynnland']",Kelly-Garcia,892067,656603,156
see114,5.5,"['Jenna Fowler', 'Stephen Rodriguez', 'Vanessa Petersen', 'Vanessa Petersen']","['Daniel Watts', 'Jenna Fowler', 'Stephen Rodriguez']","['Laura Phillips', 'Jenna Fowler', 'Karen Hamilton']",Board nor right husband pressure road.,"['Family', 'Drama', 'Family', 'Biographical']",1981-08-02,"['Christmas Island', 'Antigua and Barbuda', 'Costa Rica', 'Guinea', 'Tanzania']","['Pali', 'Panjabi', 'Luba-Katanga', 'Chichewa', 'Nauru']","['Sellersview', 'Port Jessica', 'South Tara', 'Carlsonchester']",Wilkinson-Lopez,934404,269173,155
place650,1.0,"['Stephen Rodriguez', 'Robert Fox', 'Christina Kelley']",['Christina Kelley'],"['Robert Fox', 'Adrian Franklin', 'Vanessa Petersen']",Or his almost friend sing thing anything worry.,"['Biographical', 'Comedy', 'Thriller', 'Animation']",1996-01-21,['Timor-Leste'],"['Hebrew', 'Lithuanian', 'Bihari languages']",['Port Johnchester'],Lee-Clark,948098,478671,98
dark948,6.1,"['Daniel Watts', 'Jenna Fowler', 'Stephen Rodriguez']","['Christina Kelley', 'Karen Hamilton', 'Daniel Watts', 'Daniel Watts']","['Daniel Watts', 'Christina Kelley', 'Robert Fox', 'Vanessa Petersen', 'Laura Phillips']",Person human could there.,"['Family', 'Adventure', 'Drama']",2010-03-08,"['Montserrat', 'Poland', 'Montenegro']","['Belarusian', 'Georgian']",['Zamoraborough'],"Burton, Hayes and Garrison",549680,412935,135
single541,2.6,"['Adrian Franklin', 'Christina Kelley', 'Vanessa Petersen']","['Stephen Rodriguez', 'Robert Fox']","['Vanessa Petersen', 'Adrian Franklin']",Serve campaign mention fine card north type.,"['Romance', 'Crime', 'War']",2016-06-19,"['Montenegro', 'Cyprus']","['Finnish', 'Tagalog', 'Tigrinya']",['Evansview'],Sims-Raymond,402597,744749,77
world752,2.7,['Adrian Franklin'],"['Laura Phillips', 'Robert Fox', 'Chelsea Stein']","['Daniel Watts', 'Robert Fox', 'Stephen Rodriguez', 'Laura Phillips']",College lawyer measure cover protect learn.,"['Historical', 'Superhero', 'Action']",1991-12-04,"['Saint Lucia', 'Uganda', 'New Caledonia']","['Turkmen', 'Ossetian', 'Tahitian', 'Tibetan']","['East Morganhaven', 'Lake Lawrence', 'North Jacob', 'Weaverhaven', 'Port Kimberlyhaven']",Cummings Group,204373,610089,72
party341,0.3,"['Adrian Franklin', 'Daniel Watts', 'Daniel Watts', 'Karen Hamilton']","['Christina Kelley', 'Adrian Franklin', 'Daniel Watts']",['Christina Kelley'],Concern season television store.,['Documentary'],1984-12-31,"['Slovenia', 'Haiti', 'Mexico', 'Swaziland']","['Hausa', 'Divehi']","['Cindyfurt', 'Nelsonville', 'West Amybury']",Greer-Burke,972885,317494,174
education124,5.0,['Laura Phillips'],"['Chelsea Stein', 'Vanessa Petersen', 'Christina Kelley', 'Robert Fox']","['Christina Kelley', 'Daniel Watts', 'Laura Phillips']",General shoulder figure together production three.,"['Fantasy', 'Romance', 'Historical', 'Mystery', 'Science Fiction (Sci-Fi)']",1992-12-08,['Luxembourg'],"['Ossetian', 'Kirghiz', 'Bosnian', 'Marshallese', 'Ido']","['Tiffanyfort', 'Jamesside', 'Port Annashire', 'West Jason']",Pratt-Bass,901818,510850,136
material45,5.6,"['Jenna Fowler', 'Christina Kelley']","['Stephen Rodriguez', 'Robert Fox', 'Robert Fox', 'Robert Fox']","['Karen Hamilton', 'Vanessa Petersen']",Decision option win movie hair office political.,"['Biographical', 'Horror']",2011-06-25,['Gibraltar'],"['Dutch', 'Zulu', 'Lingala']",['South Markstad'],Frazier-Rodriguez,580799,562457,107
population98,1.3,"['Jenna Fowler', 'Robert Fox', 'Daniel Watts']","['Christina Kelley', 'Robert Fox', 'Vanessa Petersen']","['Adrian Franklin', 'Daniel Watts', 'Laura Phillips', 'Laura Phillips']",Whatever either fish within think.,"['Documentary', 'War']",2018-09-06,"['Suriname', 'Yemen']","['Gujarati', 'Lithuanian', 'Sichuan Yi']","['Lake Madelineport', 'Gilesbury', 'West Samantha', 'Angelaland']","Howell, Horton and Spears",241251,145622,92
form932,3.8,['Chelsea Stein'],"['Laura Phillips', 'Robert Fox', 'Chelsea Stein', 'Christina Kelley']","['Jenna Fowler', 'Stephen Rodriguez', 'Robert Fox']",Point activity say focus.,"['Crime', 'Drama']",2013-08-07,"['Ecuador', 'Papua New Guinea']","['Welsh', 'Gujarati', 'Irish', 'Serbian', 'Abkhazian']",['Robinburgh'],Hood and Sons,618407,316024,130
prepare822,1.3,"['Vanessa Petersen', 'Chelsea Stein']","['Adrian Franklin', 'Robert Fox', 'Vanessa Petersen', 'Daniel Watts']","['Adrian Franklin', 'Laura Phillips', 'Karen Hamilton', 'Daniel Watts']",South lot increase eight second actually decide.,"['Western', 'Family', 'Fantasy']",1996-10-17,"['Iran', 'Reunion', 'Cocos (Keeling) Islands']",['Somali'],['West Gwendolyn'],"Mack, Jones and Kelly",677000,768307,176
space865,1.3,"['Adrian Franklin', 'Karen Hamilton']","['Adrian Franklin', 'Laura Phillips', 'Laura Phillips', 'Karen Hamilton', 'Vanessa Petersen']","['Chelsea Stein', 'Chelsea Stein', 'Christina Kelley', 'Robert Fox']",Operation economy either everyone I church international.,['Western'],1979-04-17,"[""Cote d'Ivoire"", 'New Zealand', 'Croatia', 'Central African Republic']","['Catalan', 'Hiri Motu', 'Indonesian', 'Azerbaijani']","['Ashleymouth', 'Beverlymouth', 'South Chelsea', 'North Emilyfurt', 'Lake Francesfurt']","Duncan, Dudley and Gallegos",348519,338371,167
specific538,8.3,"['Robert Fox', 'Christina Kelley', 'Robert Fox']","['Christina Kelley', 'Adrian Franklin']","['Chelsea Stein', 'Jenna Fowler', 'Stephen Rodriguez', 'Daniel Watts', 'Vanessa Petersen']",Thought building into early practice.,"['Science Fiction (Sci-Fi)', 'Western', 'Historical', 'Romance']",2000-02-21,['Mauritius'],"['Kinyarwanda', 'Maltese']","['North Joshuatown', 'South Dylan']",Santiago PLC,533471,995445,117
they16,6.2,"['Chelsea Stein', 'Robert Fox', 'Laura Phillips', 'Robert Fox']","['Stephen Rodriguez', 'Robert Fox', 'Stephen Rodriguez', 'Vanessa Petersen', 'Karen Hamilton']",['Vanessa Petersen'],Bit PM note two as.,"['Biographical', 'Documentary', 'Animation', 'Romance']",1981-01-19,['Azerbaijan'],"['Tswana', 'Kikuyu', 'Cornish', 'Avaric']","['Mortonstad', 'Phillipsstad', 'Brooksborough', 'Whiteport', 'Jesuston']",Fuentes-Fleming,977253,890780,107
voice300,2.2,"['Vanessa Petersen', 'Karen Hamilton', 'Robert Fox', 'Robert Fox']","['Christina Kelley', 'Daniel Watts', 'Karen Hamilton']","['Robert Fox', 'Stephen Rodriguez', 'Christina Kelley']",Agreement shoulder season factor sister girl card she.,"['Family', 'Biographical', 'Crime', 'Mystery', 'Adventure']",1994-02-27,"['Angola', 'South Africa', 'Argentina', 'Sudan']","['Finnish', 'Uighur', 'Norwegian Nynorsk', 'Guarani', 'Tajik']","['Theodorefort', 'Malloryberg', 'Walkerfurt', 'Melissastad']",Koch LLC,957721,399893,147
bar990,1.6,"['Karen Hamilton', 'Daniel Watts', 'Vanessa Petersen']","['Adrian Franklin', 'Vanessa Petersen']","['Stephen Rodriguez', 'Laura Phillips', 'Christina Kelley', 'Karen Hamilton', 'Stephen Rodriguez']",Laugh stuff message financial share.,"['Historical', 'War', 'Thriller', 'Superhero', 'Comedy']",1997-10-08,"['Fiji', 'Fiji', 'Madagascar', 'French Southern Territories']","['Fijian', 'Malagasy', 'Basque', 'Kuanyama', 'Bengali']","['Heidiland', 'Amystad', 'Port Alexander', 'Victorshire']","Nelson, Chapman and Davenport",794145,332873,83
technology749,2.8,['Stephen Rodriguez'],"['Robert Fox', 'Laura Phillips', 'Robert Fox', 'Stephen Rodriguez', 'Robert Fox']","['Daniel Watts', 'Stephen Rodriguez', 'Robert Fox', 'Robert Fox']",Wrong course whom choose nor war animal.,"['Science Fiction (Sci-Fi)', 'Western', 'Western', 'Biographical', 'Animation']",2008-06-07,"['Iraq', 'Madagascar']","['Northern Sami', 'Portuguese']",['West Geoffrey'],Mullen-Miller,182841,847596,176
better14,6.1,"['Daniel Watts', 'Laura Phillips', 'Adrian Franklin']","['Stephen Rodriguez', 'Robert Fox', 'Chelsea Stein']","['Adrian Franklin', 'Jenna Fowler', 'Robert Fox', 'Laura Phillips', 'Jenna Fowler']",Instead difference final trial turn play.,"['Documentary', 'Science Fiction (Sci-Fi)', 'Drama']",2012-10-30,"['Nauru', 'Ecuador', 'Myanmar', 'Slovenia', 'Argentina']","['Sanskrit', 'Zulu', 'Tajik']",['Campbellstad'],Abbott Group,818724,517037,151
skin358,4.5,"['Adrian Franklin', 'Robert Fox', 'Vanessa Petersen']","['Vanessa Petersen', 'Karen Hamilton', 'Jenna Fowler', 'Laura Phillips', 'Adrian Franklin']","['Jenna Fowler', 'Daniel Watts', 'Jenna Fowler', 'Daniel Watts', 'Laura Phillips']",Star total find film.,"['Musical', 'Drama', 'Mystery']",1996-09-04,['Honduras'],"['Fulah', 'Korean']","['Lake Misty', 'East Rodney', 'South Melissa', 'Rachelview', 'Kaneshire']",Moore Group,905061,798934,151
let405,4.0,"['Robert Fox', 'Adrian Franklin', 'Vanessa Petersen', 'Robert Fox', 'Daniel Watts']",['Laura Phillips'],['Stephen Rodriguez'],Special gas rise yet focus contain soldier.,['Western'],2009-10-12,['Guinea-Bissau'],"['Fulah', 'Occitan', 'Yoruba']","['Port Connie', 'Payneport', 'New Jessicaport']","Campbell, Newton and Weiss",566729,297217,104
relate289,8.9,"['Jenna Fowler', 'Daniel Watts', 'Christina Kelley']","['Chelsea Stein', 'Adrian Franklin', 'Jenna Fowler', 'Adrian Franklin']","['Christina Kelley', 'Karen Hamilton', 'Daniel Watts', 'Chelsea Stein']",Performance remember including law cost.,"['War', 'War']",2016-06-23,"['Cook Islands', 'Togo', 'Mauritius', 'Fiji', 'Saint Vincent and the Grenadines']",['Ewe'],"['Andrestad', 'Wallhaven', 'Nicoleberg']","Reyes, Juarez and Henry",861224,490707,90
